match_id,t1,t2,date,0_in_pool,1_in_pool,2_in_pool,3_in_pool,4_in_pool,5_in_pool,6_in_pool,7_in_pool,8_in_pool,9_in_pool,team,action,map
240413,6200,9547,2023-07-27,1,1,0,1,1,0,1,1,1,0,6200,ban,1
240413,6200,9547,2023-07-27,1,0,0,1,1,0,1,1,1,0,9547,ban,8
240413,6200,9547,2023-07-27,1,0,0,1,1,0,1,1,0,0,6200,pick,6
240413,6200,9547,2023-07-27,1,0,0,1,1,0,0,1,0,0,9547,pick,7
240413,6200,9547,2023-07-27,1,0,0,1,1,0,0,0,0,0,6200,ban,0
240413,6200,9547,2023-07-27,0,0,0,1,1,0,0,0,0,0,9547,ban,3
240413,6200,9547,2023-07-27,0,0,0,0,1,0,0,0,0,0,0,remaining,4
322648,13849,15221,2024-03-28,1,1,1,0,0,1,1,0,1,1,13849,ban,9
322648,13849,15221,2024-03-28,1,1,1,0,0,1,1,0,1,0,15221,ban,1
322648,13849,15221,2024-03-28,1,0,1,0,0,1,1,0,1,0,13849,pick,5
322648,13849,15221,2024-03-28,1,0,1,0,0,0,1,0,1,0,15221,pick,0
322648,13849,15221,2024-03-28,0,0,1,0,0,0,1,0,1,0,13849,ban,6
322648,13849,15221,2024-03-28,0,0,1,0,0,0,0,0,1,0,15221,ban,2
322648,13849,15221,2024-03-28,0,0,0,0,0,0,0,0,1,0,0,remaining,8
168047,9727,7312,2023-02-19,1,0,0,1,1,1,1,1,1,0,9727,ban,6
168047,9727,7312,2023-02-19,1,0,0,1,1,1,0,1,1,0,7312,ban,5
168047,9727,7312,2023-02-19,1,0,0,1,1,0,0,1,1,0,9727,pick,0
168047,9727,7312,2023-02-19,0,0,0,1,1,0,0,1,1,0,7312,pick,7
168047,9727,7312,2023-02-19,0,0,0,1,1,0,0,0,1,0,9727,ban,4
168047,9727,7312,2023-02-19,0,0,0,1,0,0,0,0,1,0,7312,ban,8
168047,9727,7312,2023-02-19,0,0,0,1,0,0,0,0,0,0,0,remaining,3
294025,876,8996,2024-01-17,1,1,1,0,0,1,1,0,1,1,876,ban,1
294025,876,8996,2024-01-17,1,0,1,0,0,1,1,0,1,1,8996,ban,8
294025,876,8996,2024-01-17,1,0,1,0,0,1,1,0,0,1,876,pick,6
294025,876,8996,2024-01-17,1,0,1,0,0,1,0,0,0,1,8996,pick,9
294025,876,8996,2024-01-17,1,0,1,0,0,1,0,0,0,0,876,ban,2
294025,876,8996,2024-01-17,1,0,0,0,0,1,0,0,0,0,8996,ban,4
294025,876,8996,2024-01-17,1,0,0,0,0,1,0,0,0,0,0,remaining,0
271507,4050,497,2023-09-10,1,1,1,0,1,0,1,0,1,1,4050,ban,3
271507,4050,497,2023-09-10,1,1,1,0,1,0,1,0,1,1,497,ban,7
271507,4050,497,2023-09-10,1,1,1,0,1,0,1,0,1,1,4050,pick,0
271507,4050,497,2023-09-10,0,1,1,0,1,0,1,0,1,1,497,pick,4
271507,4050,497,2023-09-10,0,1,1,0,0,0,1,0,1,1,4050,ban,8
271507,4050,497,2023-09-10,0,1,1,0,0,0,1,0,0,1,497,ban,1
271507,4050,497,2023-09-10,0,0,1,0,0,0,1,0,0,1,0,remaining,6
314918,11836,106,2024-04-10,1,1,1,0,0,1,1,0,1,1,11836,ban,2
314918,11836,106,2024-04-10,1,1,0,0,0,1,1,0,1,1,106,ban,5
314918,11836,106,2024-04-10,1,1,0,0,0,0,1,0,1,1,11836,pick,9
314918,11836,106,2024-04-10,1,1,0,0,0,0,1,0,1,0,106,pick,6
314918,11836,106,2024-04-10,1,1,0,0,0,0,0,0,1,0,11836,ban,8
314918,11836,106,2024-04-10,1,1,0,0,0,0,0,0,0,0,106,ban,0
314918,11836,106,2024-04-10,0,1,0,0,0,0,0,0,0,0,0,remaining,1
309146,12446,14599,2024-03-21,1,1,1,0,0,1,1,0,1,1,12446,ban,2
309146,12446,14599,2024-03-21,1,1,0,0,0,1,1,0,1,1,14599,ban,9
309146,12446,14599,2024-03-21,1,1,0,0,0,1,1,0,1,0,12446,pick,0
309146,12446,14599,2024-03-21,0,1,0,0,0,1,1,0,1,0,14599,pick,1
309146,12446,14599,2024-03-21,0,0,0,0,0,1,1,0,1,0,12446,ban,6
309146,12446,14599,2024-03-21,0,0,0,0,0,1,0,0,1,0,14599,ban,5
309146,12446,14599,2024-03-21,0,0,0,0,0,0,0,0,1,0,0,remaining,8
329909,17,14,2024-05-04,1,1,1,0,0,1,1,0,1,1,17,ban,6
329909,17,14,2024-05-04,1,1,1,0,0,1,0,0,1,1,14,ban,5
329909,17,14,2024-05-04,1,1,1,0,0,0,0,0,1,1,17,pick,0
329909,17,14,2024-05-04,0,1,1,0,0,0,0,0,1,1,14,pick,9
329909,17,14,2024-05-04,0,1,1,0,0,0,0,0,1,0,17,ban,1
329909,17,14,2024-05-04,0,0,1,0,0,0,0,0,1,0,14,ban,8
329909,17,14,2024-05-04,0,0,1,0,0,0,0,0,0,0,0,remaining,2
299756,15052,3136,2024-02-16,1,1,1,0,0,1,1,0,1,1,15052,ban,1
299756,15052,3136,2024-02-16,1,0,1,0,0,1,1,0,1,1,3136,ban,2
299756,15052,3136,2024-02-16,1,0,0,0,0,1,1,0,1,1,15052,pick,0
299756,15052,3136,2024-02-16,0,0,0,0,0,1,1,0,1,1,3136,pick,6
299756,15052,3136,2024-02-16,0,0,0,0,0,1,0,0,1,1,15052,ban,8
299756,15052,3136,2024-02-16,0,0,0,0,0,1,0,0,0,1,3136,ban,9
299756,15052,3136,2024-02-16,0,0,0,0,0,1,0,0,0,0,0,remaining,5
294778,14318,11232,2024-01-21,1,1,1,0,0,1,1,0,1,1,14318,ban,2
294778,14318,11232,2024-01-21,1,1,0,0,0,1,1,0,1,1,11232,ban,4
294778,14318,11232,2024-01-21,1,1,0,0,0,1,1,0,1,1,14318,pick,1
294778,14318,11232,2024-01-21,1,0,0,0,0,1,1,0,1,1,11232,pick,0
294778,14318,11232,2024-01-21,0,0,0,0,0,1,1,0,1,1,14318,ban,9
294778,14318,11232,2024-01-21,0,0,0,0,0,1,1,0,1,0,11232,ban,6
294778,14318,11232,2024-01-21,0,0,0,0,0,1,0,0,1,0,0,remaining,8
193575,10735,4894,2023-05-17,1,1,0,1,1,0,1,1,1,0,10735,ban,7
193575,10735,4894,2023-05-17,1,1,0,1,1,0,1,0,1,0,4894,ban,0
193575,10735,4894,2023-05-17,0,1,0,1,1,0,1,0,1,0,10735,pick,8
193575,10735,4894,2023-05-17,0,1,0,1,1,0,1,0,0,0,4894,pick,1
193575,10735,4894,2023-05-17,0,0,0,1,1,0,1,0,0,0,10735,ban,3
193575,10735,4894,2023-05-17,0,0,0,0,1,0,1,0,0,0,4894,ban,4
193575,10735,4894,2023-05-17,0,0,0,0,0,0,1,0,0,0,0,remaining,6
196155,10725,9353,2023-05-11,1,1,0,1,1,0,1,1,1,0,10725,ban,6
196155,10725,9353,2023-05-11,1,1,0,1,1,0,0,1,1,0,9353,ban,3
196155,10725,9353,2023-05-11,1,1,0,0,1,0,0,1,1,0,10725,pick,1
196155,10725,9353,2023-05-11,1,0,0,0,1,0,0,1,1,0,9353,pick,4
196155,10725,9353,2023-05-11,1,0,0,0,0,0,0,1,1,0,10725,ban,7
196155,10725,9353,2023-05-11,1,0,0,0,0,0,0,0,1,0,9353,ban,0
196155,10725,9353,2023-05-11,0,0,0,0,0,0,0,0,1,0,0,remaining,8
327265,7932,14467,2024-04-13,1,1,1,0,0,1,1,0,1,1,7932,ban,6
327265,7932,14467,2024-04-13,1,1,1,0,0,1,0,0,1,1,14467,ban,1
327265,7932,14467,2024-04-13,1,0,1,0,0,1,0,0,1,1,7932,pick,5
327265,7932,14467,2024-04-13,1,0,1,0,0,0,0,0,1,1,14467,pick,9
327265,7932,14467,2024-04-13,1,0,1,0,0,0,0,0,1,0,7932,ban,0
327265,7932,14467,2024-04-13,0,0,1,0,0,0,0,0,1,0,14467,ban,2
327265,7932,14467,2024-04-13,0,0,0,0,0,0,0,0,1,0,0,remaining,8
314645,2,6961,2024-04-27,1,1,1,0,0,1,1,0,1,1,2,ban,8
314645,2,6961,2024-04-27,1,1,1,0,0,1,1,0,0,1,6961,ban,2
314645,2,6961,2024-04-27,1,1,0,0,0,1,1,0,0,1,2,pick,5
314645,2,6961,2024-04-27,1,1,0,0,0,0,1,0,0,1,6961,pick,6
314645,2,6961,2024-04-27,1,1,0,0,0,0,0,0,0,1,2,ban,9
314645,2,6961,2024-04-27,1,1,0,0,0,0,0,0,0,0,6961,ban,1
314645,2,6961,2024-04-27,1,0,0,0,0,0,0,0,0,0,0,remaining,0
183946,2593,1001,2023-04-06,1,0,0,1,1,1,1,1,1,0,2593,ban,4
183946,2593,1001,2023-04-06,1,0,0,1,0,1,1,1,1,0,1001,ban,7
183946,2593,1001,2023-04-06,1,0,0,1,0,1,1,0,1,0,2593,pick,0
183946,2593,1001,2023-04-06,0,0,0,1,0,1,1,0,1,0,1001,pick,5
183946,2593,1001,2023-04-06,0,0,0,1,0,0,1,0,1,0,2593,ban,6
183946,2593,1001,2023-04-06,0,0,0,1,0,0,0,0,1,0,1001,ban,8
183946,2593,1001,2023-04-06,0,0,0,1,0,0,0,0,0,0,0,remaining,3
294020,12474,876,2024-01-15,1,1,1,0,0,1,1,0,1,1,12474,ban,1
294020,12474,876,2024-01-15,1,0,1,0,0,1,1,0,1,1,876,ban,9
294020,12474,876,2024-01-15,1,0,1,0,0,1,1,0,1,0,12474,pick,6
294020,12474,876,2024-01-15,1,0,1,0,0,1,0,0,1,0,876,pick,8
294020,12474,876,2024-01-15,1,0,1,0,0,1,0,0,0,0,12474,ban,2
294020,12474,876,2024-01-15,1,0,0,0,0,1,0,0,0,0,876,ban,0
294020,12474,876,2024-01-15,0,0,0,0,0,1,0,0,0,0,0,remaining,4
220451,474,1034,2023-06-19,1,1,0,1,1,0,1,1,1,0,474,ban,7
220451,474,1034,2023-06-19,1,1,0,1,1,0,1,0,1,0,1034,ban,3
220451,474,1034,2023-06-19,1,1,0,0,1,0,1,0,1,0,474,pick,0
220451,474,1034,2023-06-19,0,1,0,0,1,0,1,0,1,0,1034,pick,4
220451,474,1034,2023-06-19,0,1,0,0,0,0,1,0,1,0,474,ban,1
220451,474,1034,2023-06-19,0,0,0,0,0,0,1,0,1,0,1034,ban,6
220451,474,1034,2023-06-19,0,0,0,0,0,0,0,0,1,0,0,remaining,8
193261,11135,1319,2023-04-07,1,0,0,1,1,1,1,1,1,0,11135,ban,0
193261,11135,1319,2023-04-07,0,0,0,1,1,1,1,1,1,0,1319,ban,7
193261,11135,1319,2023-04-07,0,0,0,1,1,1,1,0,1,0,11135,pick,6
193261,11135,1319,2023-04-07,0,0,0,1,1,1,0,0,1,0,1319,pick,5
193261,11135,1319,2023-04-07,0,0,0,1,1,0,0,0,1,0,11135,ban,8
193261,11135,1319,2023-04-07,0,0,0,1,1,0,0,0,0,0,1319,ban,3
193261,11135,1319,2023-04-07,0,0,0,0,1,0,0,0,0,0,0,remaining,4
271003,6530,13531,2023-09-12,1,1,1,0,1,0,1,0,1,1,6530,ban,1
271003,6530,13531,2023-09-12,1,0,1,0,1,0,1,0,1,1,13531,ban,7
271003,6530,13531,2023-09-12,1,0,1,0,1,0,1,0,1,1,6530,pick,0
271003,6530,13531,2023-09-12,0,0,1,0,1,0,1,0,1,1,13531,pick,6
271003,6530,13531,2023-09-12,0,0,1,0,1,0,0,0,1,1,6530,ban,3
271003,6530,13531,2023-09-12,0,0,1,0,1,0,0,0,1,1,13531,ban,4
271003,6530,13531,2023-09-12,0,0,1,0,0,0,0,0,1,1,0,remaining,8
314922,6985,14822,2024-04-12,1,1,1,0,0,1,1,0,1,1,6985,ban,2
314922,6985,14822,2024-04-12,1,1,0,0,0,1,1,0,1,1,14822,ban,8
314922,6985,14822,2024-04-12,1,1,0,0,0,1,1,0,0,1,6985,pick,9
314922,6985,14822,2024-04-12,1,1,0,0,0,1,1,0,0,0,14822,pick,0
314922,6985,14822,2024-04-12,0,1,0,0,0,1,1,0,0,0,6985,ban,6
314922,6985,14822,2024-04-12,0,1,0,0,0,1,0,0,0,0,14822,ban,5
314922,6985,14822,2024-04-12,0,1,0,0,0,0,0,0,0,0,0,remaining,1
286649,474,14,2023-12-08,1,1,1,0,1,0,1,0,1,1,474,ban,9
286649,474,14,2023-12-08,1,1,1,0,1,0,1,0,1,0,14,ban,4
286649,474,14,2023-12-08,1,1,1,0,0,0,1,0,1,0,474,pick,6
286649,474,14,2023-12-08,1,1,1,0,0,0,0,0,1,0,14,pick,2
286649,474,14,2023-12-08,1,1,0,0,0,0,0,0,1,0,474,ban,8
286649,474,14,2023-12-08,1,1,0,0,0,0,0,0,0,0,14,ban,1
286649,474,14,2023-12-08,1,0,0,0,0,0,0,0,0,0,0,remaining,0
167360,1034,6961,2023-02-19,1,0,0,1,1,1,1,1,1,0,1034,ban,4
167360,1034,6961,2023-02-19,1,0,0,1,0,1,1,1,1,0,6961,ban,0
167360,1034,6961,2023-02-19,0,0,0,1,0,1,1,1,1,0,1034,pick,7
167360,1034,6961,2023-02-19,0,0,0,1,0,1,1,0,1,0,6961,pick,8
167360,1034,6961,2023-02-19,0,0,0,1,0,1,1,0,0,0,1034,ban,6
167360,1034,6961,2023-02-19,0,0,0,1,0,1,0,0,0,0,6961,ban,5
167360,1034,6961,2023-02-19,0,0,0,1,0,0,0,0,0,0,0,remaining,3
325996,13849,8448,2024-04-30,1,1,1,0,0,1,1,0,1,1,13849,ban,9
325996,13849,8448,2024-04-30,1,1,1,0,0,1,1,0,1,0,8448,ban,2
325996,13849,8448,2024-04-30,1,1,0,0,0,1,1,0,1,0,13849,pick,6
325996,13849,8448,2024-04-30,1,1,0,0,0,1,0,0,1,0,8448,pick,5
325996,13849,8448,2024-04-30,1,1,0,0,0,0,0,0,1,0,13849,ban,8
325996,13849,8448,2024-04-30,1,1,0,0,0,0,0,0,0,0,8448,ban,1
325996,13849,8448,2024-04-30,1,0,0,0,0,0,0,0,0,0,0,remaining,0
300482,4094,15077,2024-03-13,1,1,1,0,0,1,1,0,1,1,4094,ban,1
300482,4094,15077,2024-03-13,1,0,1,0,0,1,1,0,1,1,15077,ban,2
300482,4094,15077,2024-03-13,1,0,0,0,0,1,1,0,1,1,4094,pick,0
300482,4094,15077,2024-03-13,0,0,0,0,0,1,1,0,1,1,15077,pick,9
300482,4094,15077,2024-03-13,0,0,0,0,0,1,1,0,1,0,4094,ban,8
300482,4094,15077,2024-03-13,0,0,0,0,0,1,1,0,0,0,15077,ban,5
300482,4094,15077,2024-03-13,0,0,0,0,0,0,1,0,0,0,0,remaining,6
312777,17,624,2024-03-21,1,1,1,0,0,1,1,0,1,1,17,ban,9
312777,17,624,2024-03-21,1,1,1,0,0,1,1,0,1,0,624,ban,5
312777,17,624,2024-03-21,1,1,1,0,0,0,1,0,1,0,17,pick,6
312777,17,624,2024-03-21,1,1,1,0,0,0,0,0,1,0,624,pick,8
312777,17,624,2024-03-21,1,1,1,0,0,0,0,0,0,0,17,ban,1
312777,17,624,2024-03-21,1,0,1,0,0,0,0,0,0,0,624,ban,2
312777,17,624,2024-03-21,1,0,0,0,0,0,0,0,0,0,0,remaining,0
189096,4762,5310,2023-05-15,1,1,0,1,1,0,1,1,1,0,4762,ban,4
189096,4762,5310,2023-05-15,1,1,0,1,0,0,1,1,1,0,5310,ban,6
189096,4762,5310,2023-05-15,1,1,0,1,0,0,0,1,1,0,4762,pick,1
189096,4762,5310,2023-05-15,1,0,0,1,0,0,0,1,1,0,5310,pick,7
189096,4762,5310,2023-05-15,1,0,0,1,0,0,0,0,1,0,4762,ban,3
189096,4762,5310,2023-05-15,1,0,0,0,0,0,0,0,1,0,5310,ban,0
189096,4762,5310,2023-05-15,0,0,0,0,0,0,0,0,1,0,0,remaining,8
167352,397,8185,2023-02-14,1,0,0,1,1,1,1,1,1,0,397,ban,6
167352,397,8185,2023-02-14,1,0,0,1,1,1,0,1,1,0,8185,ban,3
167352,397,8185,2023-02-14,1,0,0,0,1,1,0,1,1,0,397,pick,7
167352,397,8185,2023-02-14,1,0,0,0,1,1,0,0,1,0,8185,pick,0
167352,397,8185,2023-02-14,0,0,0,0,1,1,0,0,1,0,397,ban,8
167352,397,8185,2023-02-14,0,0,0,0,1,1,0,0,0,0,8185,ban,5
167352,397,8185,2023-02-14,0,0,0,0,1,0,0,0,0,0,0,remaining,4
211907,8904,4733,2023-06-03,1,1,0,1,1,0,1,1,1,0,8904,ban,0
211907,8904,4733,2023-06-03,0,1,0,1,1,0,1,1,1,0,4733,ban,6
211907,8904,4733,2023-06-03,0,1,0,1,1,0,0,1,1,0,8904,pick,7
211907,8904,4733,2023-06-03,0,1,0,1,1,0,0,0,1,0,4733,pick,1
211907,8904,4733,2023-06-03,0,0,0,1,1,0,0,0,1,0,8904,ban,3
211907,8904,4733,2023-06-03,0,0,0,0,1,0,0,0,1,0,4733,ban,8
211907,8904,4733,2023-06-03,0,0,0,0,1,0,0,0,0,0,0,remaining,4
299633,15117,1124,2024-03-06,1,1,1,0,0,1,1,0,1,1,15117,ban,2
299633,15117,1124,2024-03-06,1,1,0,0,0,1,1,0,1,1,1124,ban,5
299633,15117,1124,2024-03-06,1,1,0,0,0,0,1,0,1,1,15117,pick,1
299633,15117,1124,2024-03-06,1,0,0,0,0,0,1,0,1,1,1124,pick,0
299633,15117,1124,2024-03-06,0,0,0,0,0,0,1,0,1,1,15117,ban,8
299633,15117,1124,2024-03-06,0,0,0,0,0,0,1,0,0,1,1124,ban,6
299633,15117,1124,2024-03-06,0,0,0,0,0,0,0,0,0,1,0,remaining,9
297840,2988,11490,2024-02-04,1,1,1,0,0,1,1,0,1,1,2988,ban,5
297840,2988,11490,2024-02-04,1,1,1,0,0,0,1,0,1,1,11490,ban,1
297840,2988,11490,2024-02-04,1,0,1,0,0,0,1,0,1,1,2988,pick,6
297840,2988,11490,2024-02-04,1,0,1,0,0,0,0,0,1,1,11490,pick,0
297840,2988,11490,2024-02-04,0,0,1,0,0,0,0,0,1,1,2988,ban,2
297840,2988,11490,2024-02-04,0,0,0,0,0,0,0,0,1,1,11490,ban,8
297840,2988,11490,2024-02-04,0,0,0,0,0,0,0,0,0,1,0,remaining,9
179374,3179,10597,2023-03-08,1,0,0,1,1,1,1,1,1,0,3179,ban,0
179374,3179,10597,2023-03-08,0,0,0,1,1,1,1,1,1,0,10597,ban,3
179374,3179,10597,2023-03-08,0,0,0,0,1,1,1,1,1,0,3179,pick,7
179374,3179,10597,2023-03-08,0,0,0,0,1,1,1,0,1,0,10597,pick,4
179374,3179,10597,2023-03-08,0,0,0,0,0,1,1,0,1,0,3179,ban,6
179374,3179,10597,2023-03-08,0,0,0,0,0,1,0,0,1,0,10597,ban,8
179374,3179,10597,2023-03-08,0,0,0,0,0,1,0,0,0,0,0,remaining,5
220290,1034,4915,2023-06-11,1,1,0,1,1,0,1,1,1,0,1034,ban,4
220290,1034,4915,2023-06-11,1,1,0,1,0,0,1,1,1,0,4915,ban,3
220290,1034,4915,2023-06-11,1,1,0,0,0,0,1,1,1,0,1034,pick,0
220290,1034,4915,2023-06-11,0,1,0,0,0,0,1,1,1,0,4915,pick,6
220290,1034,4915,2023-06-11,0,1,0,0,0,0,0,1,1,0,1034,ban,1
220290,1034,4915,2023-06-11,0,0,0,0,0,0,0,1,1,0,4915,ban,7
220290,1034,4915,2023-06-11,0,0,0,0,0,0,0,0,1,0,0,remaining,8
235022,2755,5214,2023-07-02,1,1,0,1,1,0,1,1,1,0,2755,ban,7
235022,2755,5214,2023-07-02,1,1,0,1,1,0,1,0,1,0,5214,ban,6
235022,2755,5214,2023-07-02,1,1,0,1,1,0,0,0,1,0,2755,pick,3
235022,2755,5214,2023-07-02,1,1,0,0,1,0,0,0,1,0,5214,pick,0
235022,2755,5214,2023-07-02,0,1,0,0,1,0,0,0,1,0,2755,ban,1
235022,2755,5214,2023-07-02,0,0,0,0,1,0,0,0,1,0,5214,ban,8
235022,2755,5214,2023-07-02,0,0,0,0,1,0,0,0,0,0,0,remaining,4
329908,624,8304,2024-05-03,1,1,1,0,0,1,1,0,1,1,624,ban,8
329908,624,8304,2024-05-03,1,1,1,0,0,1,1,0,0,1,8304,ban,2
329908,624,8304,2024-05-03,1,1,0,0,0,1,1,0,0,1,624,pick,6
329908,624,8304,2024-05-03,1,1,0,0,0,1,0,0,0,1,8304,pick,1
329908,624,8304,2024-05-03,1,0,0,0,0,1,0,0,0,1,624,ban,0
329908,624,8304,2024-05-03,0,0,0,0,0,1,0,0,0,1,8304,ban,5
329908,624,8304,2024-05-03,0,0,0,0,0,0,0,0,0,1,0,remaining,9
297841,6869,2934,2024-02-09,1,1,1,0,0,1,1,0,1,1,6869,ban,2
297841,6869,2934,2024-02-09,1,1,0,0,0,1,1,0,1,1,2934,ban,5
297841,6869,2934,2024-02-09,1,1,0,0,0,0,1,0,1,1,6869,pick,9
297841,6869,2934,2024-02-09,1,1,0,0,0,0,1,0,1,0,2934,pick,0
297841,6869,2934,2024-02-09,0,1,0,0,0,0,1,0,1,0,6869,ban,1
297841,6869,2934,2024-02-09,0,0,0,0,0,0,1,0,1,0,2934,ban,6
297841,6869,2934,2024-02-09,0,0,0,0,0,0,0,0,1,0,0,remaining,8
237268,17,8304,2023-07-19,1,1,0,1,1,0,1,1,1,0,17,ban,3
237268,17,8304,2023-07-19,1,1,0,0,1,0,1,1,1,0,8304,ban,1
237268,17,8304,2023-07-19,1,0,0,0,1,0,1,1,1,0,17,pick,8
237268,17,8304,2023-07-19,1,0,0,0,1,0,1,1,0,0,8304,pick,7
237268,17,8304,2023-07-19,1,0,0,0,1,0,1,0,0,0,17,ban,6
237268,17,8304,2023-07-19,1,0,0,0,1,0,0,0,0,0,8304,ban,0
237268,17,8304,2023-07-19,0,0,0,0,1,0,0,0,0,0,0,remaining,4
282933,2,10725,2023-11-03,1,1,1,0,1,0,1,0,1,1,2,ban,0
282933,2,10725,2023-11-03,0,1,1,0,1,0,1,0,1,1,10725,ban,2
282933,2,10725,2023-11-03,0,1,0,0,1,0,1,0,1,1,2,pick,9
282933,2,10725,2023-11-03,0,1,0,0,1,0,1,0,1,0,10725,pick,4
282933,2,10725,2023-11-03,0,1,0,0,0,0,1,0,1,0,2,ban,1
282933,2,10725,2023-11-03,0,0,0,0,0,0,1,0,1,0,10725,ban,8
282933,2,10725,2023-11-03,0,0,0,0,0,0,1,0,0,0,0,remaining,6
183815,1034,6961,2023-05-14,1,1,0,1,1,0,1,1,1,0,1034,ban,1
183815,1034,6961,2023-05-14,1,0,0,1,1,0,1,1,1,0,6961,ban,0
183815,1034,6961,2023-05-14,0,0,0,1,1,0,1,1,1,0,1034,pick,8
183815,1034,6961,2023-05-14,0,0,0,1,1,0,1,1,0,0,6961,pick,7
183815,1034,6961,2023-05-14,0,0,0,1,1,0,1,0,0,0,1034,ban,3
183815,1034,6961,2023-05-14,0,0,0,0,1,0,1,0,0,0,6961,ban,6
183815,1034,6961,2023-05-14,0,0,0,0,1,0,0,0,0,0,0,remaining,4
188333,2814,1110,2023-05-17,1,1,0,1,1,0,1,1,1,0,2814,ban,0
188333,2814,1110,2023-05-17,0,1,0,1,1,0,1,1,1,0,1110,ban,6
188333,2814,1110,2023-05-17,0,1,0,1,1,0,0,1,1,0,2814,pick,3
188333,2814,1110,2023-05-17,0,1,0,0,1,0,0,1,1,0,1110,pick,7
188333,2814,1110,2023-05-17,0,1,0,0,1,0,0,0,1,0,2814,ban,4
188333,2814,1110,2023-05-17,0,1,0,0,0,0,0,0,1,0,1110,ban,1
188333,2814,1110,2023-05-17,0,0,0,0,0,0,0,0,1,0,0,remaining,8
222705,6387,11348,2023-07-02,1,1,0,1,1,0,1,1,1,0,6387,ban,0
222705,6387,11348,2023-07-02,0,1,0,1,1,0,1,1,1,0,11348,ban,7
222705,6387,11348,2023-07-02,0,1,0,1,1,0,1,0,1,0,6387,pick,3
222705,6387,11348,2023-07-02,0,1,0,0,1,0,1,0,1,0,11348,pick,6
222705,6387,11348,2023-07-02,0,1,0,0,1,0,0,0,1,0,6387,ban,8
222705,6387,11348,2023-07-02,0,1,0,0,1,0,0,0,0,0,11348,ban,4
222705,6387,11348,2023-07-02,0,1,0,0,0,0,0,0,0,0,0,remaining,1
299370,7038,5214,2024-03-09,1,1,1,0,0,1,1,0,1,1,7038,ban,8
299370,7038,5214,2024-03-09,1,1,1,0,0,1,1,0,0,1,5214,ban,2
299370,7038,5214,2024-03-09,1,1,0,0,0,1,1,0,0,1,7038,pick,9
299370,7038,5214,2024-03-09,1,1,0,0,0,1,1,0,0,0,5214,pick,1
299370,7038,5214,2024-03-09,1,0,0,0,0,1,1,0,0,0,7038,ban,5
299370,7038,5214,2024-03-09,1,0,0,0,0,0,1,0,0,0,5214,ban,0
299370,7038,5214,2024-03-09,0,0,0,0,0,0,1,0,0,0,0,remaining,6
196135,106,9353,2023-04-19,1,0,0,1,1,1,1,1,1,0,106,ban,6
196135,106,9353,2023-04-19,1,0,0,1,1,1,0,1,1,0,9353,ban,5
196135,106,9353,2023-04-19,1,0,0,1,1,0,0,1,1,0,106,pick,3
196135,106,9353,2023-04-19,1,0,0,0,1,0,0,1,1,0,9353,pick,0
196135,106,9353,2023-04-19,0,0,0,0,1,0,0,1,1,0,106,ban,8
196135,106,9353,2023-04-19,0,0,0,0,1,0,0,1,0,0,9353,ban,4
196135,106,9353,2023-04-19,0,0,0,0,0,0,0,1,0,0,0,remaining,7
244947,6368,6530,2023-07-26,1,1,0,1,1,0,1,1,1,0,6368,ban,6
244947,6368,6530,2023-07-26,1,1,0,1,1,0,0,1,1,0,6530,ban,7
244947,6368,6530,2023-07-26,1,1,0,1,1,0,0,0,1,0,6368,pick,8
244947,6368,6530,2023-07-26,1,1,0,1,1,0,0,0,0,0,6530,pick,4
244947,6368,6530,2023-07-26,1,1,0,1,0,0,0,0,0,0,6368,ban,0
244947,6368,6530,2023-07-26,0,1,0,1,0,0,0,0,0,0,6530,ban,1
244947,6368,6530,2023-07-26,0,0,0,1,0,0,0,0,0,0,0,remaining,3
280749,13164,13501,2023-10-25,1,1,1,0,1,0,1,0,1,1,13164,ban,2
280749,13164,13501,2023-10-25,1,1,0,0,1,0,1,0,1,1,13501,ban,9
280749,13164,13501,2023-10-25,1,1,0,0,1,0,1,0,1,0,13164,pick,4
280749,13164,13501,2023-10-25,1,1,0,0,0,0,1,0,1,0,13501,pick,6
280749,13164,13501,2023-10-25,1,1,0,0,0,0,0,0,1,0,13164,ban,8
280749,13164,13501,2023-10-25,1,1,0,0,0,0,0,0,0,0,13501,ban,1
280749,13164,13501,2023-10-25,1,0,0,0,0,0,0,0,0,0,0,remaining,0
299391,14479,4173,2024-04-07,1,1,1,0,0,1,1,0,1,1,14479,ban,9
299391,14479,4173,2024-04-07,1,1,1,0,0,1,1,0,1,0,4173,ban,2
299391,14479,4173,2024-04-07,1,1,0,0,0,1,1,0,1,0,14479,pick,5
299391,14479,4173,2024-04-07,1,1,0,0,0,0,1,0,1,0,4173,pick,1
299391,14479,4173,2024-04-07,1,0,0,0,0,0,1,0,1,0,14479,ban,0
299391,14479,4173,2024-04-07,0,0,0,0,0,0,1,0,1,0,4173,ban,6
299391,14479,4173,2024-04-07,0,0,0,0,0,0,0,0,1,0,0,remaining,8
314062,14752,14754,2024-03-26,1,1,1,0,0,1,1,0,1,1,14752,ban,5
314062,14752,14754,2024-03-26,1,1,1,0,0,0,1,0,1,1,14754,ban,0
314062,14752,14754,2024-03-26,0,1,1,0,0,0,1,0,1,1,14752,pick,2
314062,14752,14754,2024-03-26,0,1,0,0,0,0,1,0,1,1,14754,pick,8
314062,14752,14754,2024-03-26,0,1,0,0,0,0,1,0,0,1,14752,ban,9
