match_id,t1,t2,date,map,winner,played,net_h2h,past_diff,best_odds,worst_odds,t1_win%,t1_pick%,t1_ban%,t1_play%,t2_win%,t2_pick%,t2_ban%,t2_play%,h2h_played
164066,6387,11281,2023-02-26,6,True,False,0.0,8.0,0.8771929824561404,0.8771929824561404,0,0.0,0.3333333333333333,0.0,0,0,0,0,0
164084,8044,5214,2023-02-25,5,False,False,6.0,10.0,0.647887323943662,0.647887323943662,0,0,0,0,0,0,0,0,0
164084,8044,5214,2023-02-25,7,False,False,6.0,10.0,0.647887323943662,0.647887323943662,0,0,0,0,0,0,0,0,0
164084,8044,5214,2023-02-25,3,False,False,6.0,10.0,0.647887323943662,0.647887323943662,0,0,0,0,0,0,0,0,0
164084,8044,5214,2023-02-25,0,False,True,6.0,10.0,0.647887323943662,0.647887323943662,0,0,0,0,0,0,0,0,0
164084,8044,5214,2023-02-25,8,False,True,6.0,10.0,0.647887323943662,0.647887323943662,0,0,0,0,0,0,0,0,0
164084,8044,5214,2023-02-25,4,False,True,6.0,10.0,0.647887323943662,0.647887323943662,0,0,0,0,0,0,0,0,0
164084,8044,5214,2023-02-25,6,False,False,6.0,10.0,0.647887323943662,0.647887323943662,0,0,0,0,0,0,0,0,0
164085,7038,3347,2023-02-25,7,True,False,0.0,-2.0,0.641025641025641,0.641025641025641,0,0,0,0,0,0,0,0,0
164085,7038,3347,2023-02-25,4,True,True,0.0,-2.0,0.641025641025641,0.641025641025641,0,0,0,0,0,0,0,0,0
164085,7038,3347,2023-02-25,3,True,False,0.0,-2.0,0.641025641025641,0.641025641025641,0,0,0,0,0,0,0,0,0
164085,7038,3347,2023-02-25,6,True,True,0.0,-2.0,0.641025641025641,0.641025641025641,0,0,0,0,0,0,0,0,0
164085,7038,3347,2023-02-25,5,True,False,0.0,-2.0,0.641025641025641,0.641025641025641,0,0,0,0,0,0,0,0,0
164085,7038,3347,2023-02-25,0,True,True,0.0,-2.0,0.641025641025641,0.641025641025641,0,0,0,0,0,0,0,0,0
164085,7038,3347,2023-02-25,8,True,False,0.0,-2.0,0.641025641025641,0.641025641025641,0,0,0,0,0,0,0,0,0
164086,5214,7038,2023-02-26,7,False,True,-2.0,-2.0,0.4444444444444444,0.4444444444444444,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
164086,5214,7038,2023-02-26,6,False,False,-2.0,-2.0,0.4444444444444444,0.4444444444444444,0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0
164086,5214,7038,2023-02-26,0,False,True,-2.0,-2.0,0.4444444444444444,0.4444444444444444,1.0,1.0,0.0,1.0,0,0.0,0.0,1.0,0
164086,5214,7038,2023-02-26,8,False,False,-2.0,-2.0,0.4444444444444444,0.4444444444444444,1.0,0.0,0.0,1.0,0,0.0,1.0,0.0,0
164086,5214,7038,2023-02-26,4,False,True,-2.0,-2.0,0.4444444444444444,0.4444444444444444,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0
164086,5214,7038,2023-02-26,3,False,False,-2.0,-2.0,0.4444444444444444,0.4444444444444444,0,0.0,1.0,0.0,0,0.0,0.0,0.0,0
164086,5214,7038,2023-02-26,5,False,False,-2.0,-2.0,0.4444444444444444,0.4444444444444444,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0
164088,8044,3347,2023-02-26,6,False,False,2.0,2.0,0.6805111821086263,0.6805111821086263,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
164088,8044,3347,2023-02-26,7,False,False,2.0,2.0,0.6805111821086263,0.6805111821086263,0,0.0,1.0,0.0,0,0.0,1.0,0.0,0
164088,8044,3347,2023-02-26,5,False,True,2.0,2.0,0.6805111821086263,0.6805111821086263,0,0.0,1.0,0.0,0,0.0,0.0,0.0,0
164088,8044,3347,2023-02-26,4,False,False,2.0,2.0,0.6805111821086263,0.6805111821086263,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0
164088,8044,3347,2023-02-26,0,False,True,2.0,2.0,0.6805111821086263,0.6805111821086263,0.0,0.0,0.0,1.0,0,0.0,0.0,1.0,0
164088,8044,3347,2023-02-26,8,False,True,2.0,2.0,0.6805111821086263,0.6805111821086263,0.0,1.0,0.0,1.0,0,0.0,0.0,0.0,0
164088,8044,3347,2023-02-26,3,False,False,2.0,2.0,0.6805111821086263,0.6805111821086263,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0
165569,4762,4572,2023-02-18,4,False,True,-3.0,3.0,0.6428571428571428,0.6402877697841727,0,0,0,0,0,0,0,0,0
165569,4762,4572,2023-02-18,5,False,False,-3.0,3.0,0.6428571428571428,0.6402877697841727,0,0,0,0,0,0,0,0,0
165569,4762,4572,2023-02-18,0,False,False,-3.0,3.0,0.6428571428571428,0.6402877697841727,0,0,0,0,0,0,0,0,0
165569,4762,4572,2023-02-18,8,False,False,-3.0,3.0,0.6428571428571428,0.6402877697841727,0,0,0,0,0,0,0,0,0
165569,4762,4572,2023-02-18,3,False,True,-3.0,3.0,0.6428571428571428,0.6402877697841727,0,0,0,0,0,0,0,0,0
165569,4762,4572,2023-02-18,6,False,False,-3.0,3.0,0.6428571428571428,0.6402877697841727,0,0,0,0,0,0,0,0,0
165569,4762,4572,2023-02-18,7,False,True,-3.0,3.0,0.6428571428571428,0.6402877697841727,0,0,0,0,0,0,0,0,0
165570,4686,4669,2023-02-18,1,True,True,3.0,1.0,0.390625,0.390625,0,0,0,0,0,0,0,0,0
165570,4686,4669,2023-02-18,5,True,False,3.0,1.0,0.390625,0.390625,0,0,0,0,0,0,0,0,0
165570,4686,4669,2023-02-18,4,True,False,3.0,1.0,0.390625,0.390625,0,0,0,0,0,0,0,0,0
165570,4686,4669,2023-02-18,2,True,False,3.0,1.0,0.390625,0.390625,0,0,0,0,0,0,0,0,0
165570,4686,4669,2023-02-18,7,True,False,3.0,1.0,0.390625,0.390625,0,0,0,0,0,0,0,0,0
165570,4686,4669,2023-02-18,0,True,True,3.0,1.0,0.390625,0.390625,0,0,0,0,0,0,0,0,0
165570,4686,4669,2023-02-18,3,True,True,3.0,1.0,0.390625,0.390625,0,0,0,0,0,0,0,0,0
165571,2908,4572,2023-02-19,8,False,False,1.0,4.0,0.6336996336996337,0.6336996336996337,0,0,0,0,0,0.0,1.0,0.0,0
165571,2908,4572,2023-02-19,6,False,False,1.0,4.0,0.6336996336996337,0.6336996336996337,0,0,0,0,0,0.0,1.0,0.0,0
165571,2908,4572,2023-02-19,5,False,False,1.0,4.0,0.6336996336996337,0.6336996336996337,0,0,0,0,0,0.0,0.0,0.0,0
165571,2908,4572,2023-02-19,0,False,False,1.0,4.0,0.6336996336996337,0.6336996336996337,0,0,0,0,0,0.0,0.0,0.0,0
165571,2908,4572,2023-02-19,4,False,True,1.0,4.0,0.6336996336996337,0.6336996336996337,0,0,0,0,1.0,0.0,0.0,1.0,0
165571,2908,4572,2023-02-19,7,False,True,1.0,4.0,0.6336996336996337,0.6336996336996337,0,0,0,0,1.0,1.0,0.0,1.0,0
165571,2908,4572,2023-02-19,3,False,True,1.0,4.0,0.6336996336996337,0.6336996336996337,0,0,0,0,0,0.0,0.0,1.0,0
165572,4567,4762,2023-02-19,3,True,True,1.0,13.0,0.0,1.0,0,0,0,0,0,0.0,0.0,1.0,0
165572,4567,4762,2023-02-19,6,True,True,1.0,13.0,0.0,1.0,0,0,0,0,0,0.0,0.0,0.0,0
165572,4567,4762,2023-02-19,0,True,False,1.0,13.0,0.0,1.0,0,0,0,0,0,0.0,1.0,0.0,0
165572,4567,4762,2023-02-19,4,True,False,1.0,13.0,0.0,1.0,0,0,0,0,0.0,1.0,0.0,1.0,0
165572,4567,4762,2023-02-19,8,True,False,1.0,13.0,0.0,1.0,0,0,0,0,0,0.0,0.0,0.0,0
165572,4567,4762,2023-02-19,7,True,False,1.0,13.0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,1.0,0
165572,4567,4762,2023-02-19,5,True,True,1.0,13.0,0.0,1.0,0,0,0,0,0,0.0,1.0,0.0,0
165573,5310,4686,2023-02-20,4,False,True,-9.0,-7.0,0.803921568627451,0.803921568627451,0,0,0,0,0,0.0,1.0,0.0,0
165573,5310,4686,2023-02-20,0,False,False,-9.0,-7.0,0.803921568627451,0.803921568627451,0,0,0,0,1.0,0.0,0.0,1.0,0
165573,5310,4686,2023-02-20,7,False,False,-9.0,-7.0,0.803921568627451,0.803921568627451,0,0,0,0,0,0.0,1.0,0.0,0
165573,5310,4686,2023-02-20,5,False,True,-9.0,-7.0,0.803921568627451,0.803921568627451,0,0,0,0,0,0.0,0.0,0.0,0
165573,5310,4686,2023-02-20,8,False,True,-9.0,-7.0,0.803921568627451,0.803921568627451,0,0,0,0,0,0.0,0.0,0.0,0
165573,5310,4686,2023-02-20,6,False,False,-9.0,-7.0,0.803921568627451,0.803921568627451,0,0,0,0,0,0.0,0.0,0.0,0
165573,5310,4686,2023-02-20,3,False,False,-9.0,-7.0,0.803921568627451,0.803921568627451,0,0,0,0,0.0,0.0,0.0,1.0,0
165574,4686,6132,2023-02-21,7,True,True,2.0,3.0,0.7194244604316548,0.7194244604316548,0,0.0,1.0,0.0,0,0,0,0,0
165574,4686,6132,2023-02-21,5,True,True,2.0,3.0,0.7194244604316548,0.7194244604316548,1.0,0.0,0.0,0.5,0,0,0,0,0
165574,4686,6132,2023-02-21,6,True,True,2.0,3.0,0.7194244604316548,0.7194244604316548,0,0.0,0.0,0.0,0,0,0,0,0
165574,4686,6132,2023-02-21,0,True,False,2.0,3.0,0.7194244604316548,0.7194244604316548,1.0,0.0,0.0,0.5,0,0,0,0,0
165574,4686,6132,2023-02-21,4,True,False,2.0,3.0,0.7194244604316548,0.7194244604316548,0.0,0.5,0.5,0.5,0,0,0,0,0
165574,4686,6132,2023-02-21,3,True,False,2.0,3.0,0.7194244604316548,0.7194244604316548,0.0,0.0,0.5,0.5,0,0,0,0,0
165574,4686,6132,2023-02-21,8,True,False,2.0,3.0,0.7194244604316548,0.7194244604316548,1.0,0.0,0.0,0.5,0,0,0,0,0
165575,2908,6751,2023-02-20,0,False,True,-1.0,-4.0,0.1304347826086955,0.1228070175438595,0,0.0,1.0,0.0,0,0,0,0,0
165575,2908,6751,2023-02-20,7,False,True,-1.0,-4.0,0.1304347826086955,0.1228070175438595,0.0,0.0,0.0,1.0,0,0,0,0,0
165575,2908,6751,2023-02-20,6,False,False,-1.0,-4.0,0.1304347826086955,0.1228070175438595,0,0.0,1.0,0.0,0,0,0,0,0
165575,2908,6751,2023-02-20,5,False,True,-1.0,-4.0,0.1304347826086955,0.1228070175438595,0,0.0,0.0,0.0,0,0,0,0,0
165575,2908,6751,2023-02-20,8,False,False,-1.0,-4.0,0.1304347826086955,0.1228070175438595,0,0.0,0.0,0.0,0,0,0,0,0
165575,2908,6751,2023-02-20,4,False,False,-1.0,-4.0,0.1304347826086955,0.1228070175438595,1.0,0.0,0.0,1.0,0,0,0,0,0
165575,2908,6751,2023-02-20,3,False,False,-1.0,-4.0,0.1304347826086955,0.1228070175438595,0.0,1.0,0.0,1.0,0,0,0,0,0
165577,4686,4762,2023-02-23,8,True,False,3.0,13.0,0.8928571428571428,0.8928571428571428,1.0,0.0,0.0,0.3333333333333333,0,0.0,0.0,0.0,0
165577,4686,4762,2023-02-23,4,True,False,3.0,13.0,0.8928571428571428,0.8928571428571428,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.5,0.5,0.5,0
165577,4686,4762,2023-02-23,3,True,False,3.0,13.0,0.8928571428571428,0.8928571428571428,0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.5,0.0,1.0,0
165577,4686,4762,2023-02-23,7,True,False,3.0,13.0,0.8928571428571428,0.8928571428571428,0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.5,0
165577,4686,4762,2023-02-23,5,True,True,3.0,13.0,0.8928571428571428,0.8928571428571428,1.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.5,0.5,0
165577,4686,4762,2023-02-23,6,True,True,3.0,13.0,0.8928571428571428,0.8928571428571428,1.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.5,0
165577,4686,4762,2023-02-23,0,True,True,3.0,13.0,0.8928571428571428,0.8928571428571428,1.0,0.0,0.3333333333333333,0.3333333333333333,0,0.0,1.0,0.0,0
165578,2908,4567,2023-02-25,0,False,True,-2.0,-8.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.6666666666666666,1.0,0.0,0.0,0.5,0
165578,2908,4567,2023-02-25,6,False,False,-2.0,-8.0,0.0,1.0,0,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,0.5,0
165578,2908,4567,2023-02-25,5,False,False,-2.0,-8.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.5,0.0,0.5,0
165578,2908,4567,2023-02-25,4,False,True,-2.0,-8.0,0.0,1.0,0.5,0.3333333333333333,0.3333333333333333,0.6666666666666666,0,0.0,0.5,0.0,0
165578,2908,4567,2023-02-25,7,False,True,-2.0,-8.0,0.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.5,0.5,0.5,0
165578,2908,4567,2023-02-25,3,False,False,-2.0,-8.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,1.0,0
165578,2908,4567,2023-02-25,8,False,False,-2.0,-8.0,0.0,1.0,0,0.0,0.0,0.3333333333333333,0,0.0,1.0,0.0,0
165579,6132,9077,2023-02-25,8,False,False,0.0,-1.0,0.5327102803738317,0.5327102803738317,0.0,0.5,0.5,0.5,0.0,0.0,0.0,1.0,0
165579,6132,9077,2023-02-25,3,False,False,0.0,-1.0,0.5327102803738317,0.5327102803738317,0,0.0,0.5,0.0,0,0.0,1.0,0.0,0
165579,6132,9077,2023-02-25,4,False,True,0.0,-1.0,0.5327102803738317,0.5327102803738317,0.0,0.0,0.0,0.5,1.0,0.0,1.0,0.0,0
165579,6132,9077,2023-02-25,0,False,True,0.0,-1.0,0.5327102803738317,0.5327102803738317,0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0
165579,6132,9077,2023-02-25,5,False,True,0.0,-1.0,0.5327102803738317,0.5327102803738317,0.0,0.5,0.5,0.5,1.0,0.0,0.0,1.0,0
165579,6132,9077,2023-02-25,6,False,False,0.0,-1.0,0.5327102803738317,0.5327102803738317,0.0,0.0,0.5,0.5,0.0,1.0,0.0,1.0,0
165579,6132,9077,2023-02-25,7,False,False,0.0,-1.0,0.5327102803738317,0.5327102803738317,0,0.0,0.0,0.5,0,0.0,0.0,0.0,0
165580,6132,6751,2023-02-24,3,False,False,0.0,-5.0,0.2805755395683452,0.2805755395683452,0,0.0,1.0,0.0,0,0.0,0.5,0.0,0
165580,6132,6751,2023-02-24,5,False,False,0.0,-5.0,0.2805755395683452,0.2805755395683452,0.0,1.0,0.0,1.0,0.5,1.0,0.0,1.0,0
165580,6132,6751,2023-02-24,4,False,True,0.0,-5.0,0.2805755395683452,0.2805755395683452,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
165580,6132,6751,2023-02-24,6,False,False,0.0,-5.0,0.2805755395683452,0.2805755395683452,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0
165580,6132,6751,2023-02-24,0,False,True,0.0,-5.0,0.2805755395683452,0.2805755395683452,0,0.0,0.0,0.0,0,0.0,0.5,0.5,0
165580,6132,6751,2023-02-24,8,False,True,0.0,-5.0,0.2805755395683452,0.2805755395683452,0,0.0,1.0,0.0,1.0,0.0,0.5,0.5,0
165580,6132,6751,2023-02-24,7,False,False,0.0,-5.0,0.2805755395683452,0.2805755395683452,0,0.0,0.0,1.0,1.0,0.0,0.5,0.5,0
165581,4669,4572,2023-02-21,4,False,False,-1.0,2.0,0.574468085106383,0.5515695067264574,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,0
165581,4669,4572,2023-02-21,6,False,False,-1.0,2.0,0.574468085106383,0.5515695067264574,0,0.0,0.0,0.0,0,0.0,0.5,0.0,0
165581,4669,4572,2023-02-21,8,False,False,-1.0,2.0,0.574468085106383,0.5515695067264574,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0
165581,4669,4572,2023-02-21,0,False,True,-1.0,2.0,0.574468085106383,0.5515695067264574,0.5,0.0,0.0,1.0,0,0.0,0.0,0.0,0
165581,4669,4572,2023-02-21,5,False,False,-1.0,2.0,0.574468085106383,0.5515695067264574,0.0,0.0,1.0,0.0,0,0.0,0.5,0.0,0
165581,4669,4572,2023-02-21,7,False,True,-1.0,2.0,0.574468085106383,0.5515695067264574,0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,0
165581,4669,4572,2023-02-21,3,False,True,-1.0,2.0,0.574468085106383,0.5515695067264574,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0
165582,5310,4567,2023-02-21,5,False,False,-2.0,-4.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0
165582,5310,4567,2023-02-21,8,False,False,-2.0,-4.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0.0,1.0,0.0,0
165582,5310,4567,2023-02-21,0,False,True,-2.0,-4.0,0.0,1.0,0,0.0,1.0,0.0,0,0.0,0.0,0.0,0
165582,5310,4567,2023-02-21,6,False,False,-2.0,-4.0,0.0,1.0,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
165582,5310,4567,2023-02-21,7,False,True,-2.0,-4.0,0.0,1.0,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0
165582,5310,4567,2023-02-21,4,False,False,-2.0,-4.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0
165582,5310,4567,2023-02-21,3,False,True,-2.0,-4.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
165583,5310,2908,2023-02-24,0,True,True,3.0,-2.0,0.6535947712418301,0.6535947712418301,0.0,0.5,0.5,0.5,0,0.0,0.5,0.5,0
165583,5310,2908,2023-02-24,7,True,False,3.0,-2.0,0.6535947712418301,0.6535947712418301,0.0,0.0,0.0,0.5,0.0,0.5,0.0,1.0,0
165583,5310,2908,2023-02-24,5,True,False,3.0,-2.0,0.6535947712418301,0.6535947712418301,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0
165583,5310,2908,2023-02-24,6,True,False,3.0,-2.0,0.6535947712418301,0.6535947712418301,0,0.0,1.0,0.0,0,0.0,1.0,0.0,0
165583,5310,2908,2023-02-24,8,True,True,3.0,-2.0,0.6535947712418301,0.6535947712418301,0.0,0.0,0.0,0.5,0,0.0,0.0,0.0,0
165583,5310,2908,2023-02-24,3,True,False,3.0,-2.0,0.6535947712418301,0.6535947712418301,0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0
165583,5310,2908,2023-02-24,4,True,True,3.0,-2.0,0.6535947712418301,0.6535947712418301,1.0,0.0,0.0,0.5,1.0,0.0,0.5,0.5,0
165584,6751,9077,2023-02-23,4,True,False,-1.0,7.0,0.4784688995215311,0.4784688995215311,0,0.0,0.0,0.0,1.0,0,0,0,0
165584,6751,9077,2023-02-23,6,True,True,-1.0,7.0,0.4784688995215311,0.4784688995215311,0,0.0,0.0,0.0,0,0,0,0,0
165584,6751,9077,2023-02-23,8,True,True,-1.0,7.0,0.4784688995215311,0.4784688995215311,0,0.0,1.0,0.0,0,0,0,0,0
165584,6751,9077,2023-02-23,5,True,True,-1.0,7.0,0.4784688995215311,0.4784688995215311,1.0,1.0,0.0,1.0,1.0,0,0,0,0
165584,6751,9077,2023-02-23,3,True,False,-1.0,7.0,0.4784688995215311,0.4784688995215311,0,0.0,1.0,0.0,0,0,0,0,0
165584,6751,9077,2023-02-23,0,True,False,-1.0,7.0,0.4784688995215311,0.4784688995215311,0,0.0,0.0,1.0,0.0,0,0,0,0
165584,6751,9077,2023-02-23,7,True,False,-1.0,7.0,0.4784688995215311,0.4784688995215311,1.0,0.0,0.0,1.0,0,0,0,0,0
165585,6132,4669,2023-02-28,0,True,True,-4.0,-2.0,0.5208333333333334,0.5208333333333334,1.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.5,0.0,1.0,0
165585,6132,4669,2023-02-28,4,True,False,-4.0,-2.0,0.5208333333333334,0.5208333333333334,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.5,0.0,0
165585,6132,4669,2023-02-28,8,True,False,-4.0,-2.0,0.5208333333333334,0.5208333333333334,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0.0,0.0,0.0,0
165585,6132,4669,2023-02-28,7,True,True,-4.0,-2.0,0.5208333333333334,0.5208333333333334,0,0.0,0.3333333333333333,0.3333333333333333,0,0.0,0.0,0.5,0
165585,6132,4669,2023-02-28,6,True,False,-4.0,-2.0,0.5208333333333334,0.5208333333333334,0.0,0.0,0.6666666666666666,0.3333333333333333,0,0.0,0.5,0.0,0
165585,6132,4669,2023-02-28,3,True,False,-4.0,-2.0,0.5208333333333334,0.5208333333333334,0,0.0,0.3333333333333333,0.0,0.5,0.5,0.0,1.0,0
165585,6132,4669,2023-02-28,5,True,True,-4.0,-2.0,0.5208333333333334,0.5208333333333334,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.0,0.5,0.0,0
165586,4686,4567,2023-02-28,5,True,True,-8.0,5.0,0.5154639175257733,0.5154639175257733,1.0,0.0,0.0,0.75,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0
