match_id,t1,t2,correct,date,bankroll,betsize,earnings,bet_size,best_odds,worst_odds
314639,188,120,True,2024-04-22,2566.0,50,42.5,50,0.4594594594594595,0.4565217391304348
314321,14,8304,False,2024-04-22,2516.0,50,24.271844660194162,50,0.7109826589595376,0.673202614379085
314638,11058,2406,False,2024-04-22,2466.0,50,113.63636363636363,50,0.6944444444444444,0.6535947712418301
314323,6199,278,False,2024-04-23,2416.0,50,161.2903225806451,50,0.7633587786259541,0.7194244604316548
314640,2,5248,True,2024-04-23,2797.0,50,380.99999999999994,50,0.8839907192575406,0.8571428571428572
318931,2059,12694,True,2024-04-24,2954.0,50,157.00000000000003,50,0.7584541062801933,0.7142857142857143
318930,474,1001,True,2024-04-24,2998.5,50,44.499999999999986,50,0.4708994708994708,0.4444444444444444
314643,2355,6961,True,2024-04-24,3073.0,50,74.50000000000001,50,0.4545454545454545,0.4016064257028112
314642,11058,2359,False,2024-04-24,3023.0,50,294.11764705882376,50,0.1666666666666666,0.1452991452991452
318933,397,4915,True,2024-04-25,3173.0,50,150.0,50,0.2732240437158469,0.25
318932,2593,1184,True,2024-04-25,3268.0,50,95.0,50,0.6551724137931034,0.6168582375478927
318935,8877,7035,False,2024-04-26,3218.0,50,416.6666666666664,50,0.8928571428571428,0.8474576271186441
318934,2059,14419,False,2024-04-26,3168.0,50,119.0476190476191,50,0.7042253521126761,0.6802721088435374
314645,2,6961,True,2024-04-27,3263.5,50,95.5,50,0.6563573883161512,0.6428571428571428
314326,918,278,False,2024-04-27,3213.5,50,106.38297872340425,50,0.6802721088435374,0.6451612903225806
314644,11058,7386,False,2024-04-27,3163.5,50,147.0588235294117,50,0.7462686567164178,0.7407407407407407
314646,188,2406,False,2024-04-28,3113.5,50,416.6666666666664,50,0.8928571428571428,0.8771929824561404
314327,14,5448,False,2024-04-28,3063.5,50,90.9090909090909,50,0.6451612903225806,0.6172839506172839
314647,1034,5248,True,2024-04-28,3207.0,50,143.50000000000003,50,0.7416020671834626,0.732620320855615
314328,6199,8304,False,2024-04-28,3157.0,50,35.71428571428572,50,0.609375,0.5833333333333333
314648,2355,120,True,2024-04-29,3210.5,50,53.5,50,0.5405405405405405,0.4830917874396135
314330,17,878,True,2024-04-29,3432.5,50,222.0,50,0.8161764705882353,0.6978851963746224
318937,8877,1001,True,2024-05-01,3473.0,50,40.5,50,0.4475138121546961,0.4117647058823529
318936,397,14419,True,2024-05-01,3575.0,50,102.0,50,0.6710526315789473,0.5867768595041323
318939,4915,2593,True,2024-05-02,3621.5,50,46.499999999999986,50,0.5291005291005292,0.5181347150259068
318938,2059,7035,True,2024-05-02,3761.5,50,140.00000000000006,50,0.736842105263158,0.6987951807228916
318941,397,1184,False,2024-05-03,3711.5,50,125.0,50,0.3288590604026845,0.2857142857142857
318940,474,12694,False,2024-05-03,3661.5,50,99.99999999999997,50,0.6666666666666666,0.5780346820809249
329907,6199,14,False,2024-05-03,3611.5,50,45.04504504504504,50,0.5348837209302326,0.5260663507109005
329908,624,8304,False,2024-05-03,3561.5,50,263.15789473684214,50,0.8403361344537815,0.7575757575757576
329910,8185,624,False,2024-05-04,3511.5,50,67.56756756756755,50,0.4565217391304348,0.4252873563218391
314651,1034,120,True,2024-05-04,3586.5,50,75.0,50,0.6,0.5780590717299579
329909,17,14,True,2024-05-04,3711.0,50,124.5,50,0.7134670487106017,0.6742671009771987
314652,2355,2359,True,2024-05-04,3741.0,50,30.0,50,0.375,0.3333333333333333
314654,11058,6961,False,2024-05-05,3691.0,50,135.13513513513516,50,0.3243243243243243,0.2700729927007299
314653,188,7386,False,2024-05-05,3641.0,50,250.00000000000006,50,0.8333333333333334,0.819672131147541
329911,17,8185,True,2024-05-05,3698.0,50,57.0,50,0.5263157894736842,0.4672897196261682
329912,14,624,False,2024-05-05,3648.0,50,227.2727272727273,50,0.1869918699186992,0.180327868852459
337408,120,6961,True,2024-05-08,3712.5,50,64.5,50,0.5208333333333334,0.4366812227074236
341816,2593,474,False,2024-05-08,3662.5,50,142.85714285714283,50,0.7407407407407407,0.7142857142857143
341817,4915,1001,True,2024-05-08,3703.5,50,41.000000000000014,50,0.4505494505494506,0.4444444444444444
337407,188,11058,True,2024-05-08,3773.0,50,69.5,50,0.5815899581589958,0.5215311004784688
341818,8877,2593,False,2024-05-09,3723.0,50,56.179775280898895,50,0.4923857868020305,0.4708994708994708
337410,2359,120,False,2024-05-09,3673.0,50,43.478260869565204,50,0.5555555555555556,0.5348837209302326
341819,1184,1001,True,2024-05-09,3726.5,50,53.499999999999986,50,0.5169082125603864,0.4974874371859297
337409,2355,11058,False,2024-05-09,3676.5,50,40.32258064516128,50,0.6,0.5535714285714286
337413,2355,2359,False,2024-05-10,3626.5,50,142.85714285714283,50,0.2857142857142857,0.2592592592592593
337411,11058,120,True,2024-05-10,3644.0,50,17.5,50,0.2592592592592593,0.2424242424242424
341822,8877,1184,False,2024-05-10,3594.0,50,58.823529411764696,50,0.5348837209302326,0.4594594594594595
341820,2593,1001,True,2024-05-10,3635.5,50,41.500000000000014,50,0.453551912568306,0.4382022471910112
348468,1184,2593,True,2024-06-01,3764.0,50,128.5,50,0.3184713375796178,0.2801120448179272
348472,1001,1184,False,2024-06-03,3714.0,50,90.9090909090909,50,0.6451612903225806,0.6097560975609756
314341,6199,6387,False,2024-06-15,3664.0,50,79.36507936507937,50,0.6134969325153374,0.5617977528089888
314342,14,17,False,2024-06-16,3614.0,50,238.0952380952382,50,0.1999999999999999,0.1735537190082644
314345,6199,918,False,2024-06-17,3564.0,50,151.51515151515147,50,0.7518796992481203,0.7407407407407407
314344,878,278,False,2024-06-17,3514.0,50,166.6666666666666,50,0.7692307692307692,0.7575757575757576
353153,1184,7035,False,2024-06-18,3464.0,50,333.3333333333336,50,0.8695652173913044,0.8333333333333334
353154,397,2593,False,2024-06-19,3414.0,50,185.18518518518516,50,0.2647058823529412,0.2125984251968504
353155,1001,4915,True,2024-06-19,3441.5,50,27.5,50,0.6578947368421053,0.6451612903225806
353157,14419,12694,False,2024-06-20,3391.5,50,86.2068965517241,50,0.6329113924050632,0.6172839506172839
353156,2059,474,True,2024-06-20,3470.0,50,78.50000000000003,50,0.4878048780487805,0.3891050583657587
353158,4915,1184,True,2024-06-21,3506.0,50,35.99999999999997,50,0.4186046511627906,0.3827160493827161
353159,397,8877,False,2024-06-21,3456.0,50,128.2051282051283,50,0.3421052631578947,0.2805755395683452
353178,2,1034,True,2024-06-22,3482.0,50,26.0,50,0.6666666666666666,0.6578947368421053
314347,624,8185,False,2024-06-22,3432.0,50,131.57894736842113,50,0.7246376811594204,0.6756756756756757
314346,8304,878,True,2024-06-22,3497.5,50,65.5,50,0.5154639175257733,0.4329004329004329
353179,2406,120,True,2024-06-23,3789.0,50,291.50000000000017,50,0.1757469244288224,0.1464128843338213
353180,6961,5248,True,2024-06-23,3894.0,50,105.00000000000003,50,0.6774193548387097,0.6428571428571428
314349,278,5448,True,2024-06-23,3996.5,50,102.49999999999997,50,0.3831417624521073,0.3278688524590164
314348,918,6387,True,2024-06-23,4062.0,50,65.5,50,0.4545454545454545,0.4329004329004329
314351,6199,14,True,2024-06-24,4132.0,50,70.0,50,0.4504504504504504,0.4166666666666667
353181,11058,188,True,2024-06-24,4164.5,50,32.5,50,0.6493506493506493,0.6060606060606061
314350,8185,878,True,2024-06-24,4286.5,50,121.99999999999994,50,0.7093023255813953,0.6763754045307443
