map_id,t1,t2,winner,date,map,round_wr_diff,fk_percent_diff,acs_diff,kills_diff,assists_diff,deaths_diff,kdr_diff
119249,7035,2593,False,2023-05-10,6,-0.24638497652582164,-0.1656338028169015,-0.13483754512635387,-0.13667662540901973,0.04875117370892017,0.18486384976525816,-0.14613382884429835
119250,7035,2593,False,2023-05-10,0,0.021863553113553036,0.05993589743589739,0.003357400722021788,0.004865620490620452,0.08123626373626376,-0.014560439560439509,0.008620439109335975
125893,12010,11985,True,2023-04-15,7,-0.22006302521008403,0.02941176470588236,-0.12274368231046931,-0.16727941176470587,-0.24705882352941178,0.1370798319327732,-0.1050574547026404
125894,12010,11985,False,2023-04-15,5,0.07513812154696131,0.08404289892752681,0.03369434416365817,0.03232684334406788,-0.024231394215144596,-0.047825804354891144,0.037162606565900126
125895,12010,11985,False,2023-04-15,4,-0.02261420171867934,0.08181818181818179,0.0011732851985560182,0.006289489193152696,0.02865671641791039,0.08267752148349157,-0.03189834259133811
40536,397,4686,True,2021-06-30,1,0.558282208588957,0.5398773006134969,0.7802346570397112,0.7516266964119726,0.4785276073619632,0.6871165644171779,0.31975108225108223
40537,397,4686,False,2021-06-30,8,0.35,0.4,0.7537906137184116,0.6696969696969697,0.42000000000000004,0.89,0.21995233231188285
40538,397,4686,False,2021-06-30,4,0.6935483870967742,0.6451612903225806,0.8428055698813822,0.8196480938416423,0.5290322580645161,0.5790322580645161,0.4137756394023803
39731,257,4616,True,2021-06-29,0,0.03816729718369061,0.1051702395964691,0.046931407942238164,0.025865209471766903,0.011702395964691092,-0.029054224464060495,0.026074492149880203
39732,257,4616,True,2021-06-29,4,-0.018754090896155207,0.09015623666012118,-0.003790613718411491,-0.008077444814403794,0.02784370642306273,-0.0028913742565240597,-0.002120309621584486
70971,2908,1184,False,2022-02-16,5,-0.01630434782608703,0.014432219505569166,-0.028604091456077063,-0.03282828282828289,-0.014975845410627997,-0.03103864734299524,8.086506716010306e-05
