map_id,t1,t2,winner,map,date,round_wr_diff,fk_percent_diff,acs_diff,kills_diff,assists_diff,deaths_diff,kdr_diff,kadr_diff
42255,5413,3524,3524,4,2021-07-23,0.26303030303030306,0.13363636363636366,0.15992779783393507,0.16933425160697882,0.20703030303030306,-0.21048484848484855,0.15267250710155095,0.1715651898934809
46353,5413,3524,5413,0,2021-07-23,0.15764023210831724,0.11363636363636365,0.10888086642599276,0.1075332629974796,0.14274661508704062,-0.13607350096711804,0.08732914951895247,0.0998456348884985
46360,5413,3524,5413,1,2021-07-23,0.35416666666666663,0.41666666666666663,0.24548736462093862,0.30366161616161624,0.1166666666666667,-0.3125,0.23009489875928235,0.22172305434291736
121430,11981,1120,1120,4,2023-03-31,-0.06037151702786381,-0.07894736842105265,-0.029314079422382584,-0.03435281608656229,0.21341589267285857,0.08452012383900928,-0.05495859889028328,-0.020747947387341044
121431,11981,1120,11981,5,2023-03-31,-0.10532708658684709,-0.06897449245184806,-0.052274368231046996,-0.058462027878998166,0.15165712302620166,0.09481173000173522,-0.07607139075815442,-0.046604742052454746
121432,11981,1120,1120,0,2023-03-31,-0.12518319491939423,-0.09330727894479723,-0.08350180505415171,-0.09117185533892917,0.030239374694675192,0.08678553981436252,-0.07871036161996613,-0.0692587073943006
72191,8075,8185,8185,0,2022-03-10,-0.4732142857142857,-0.2142857142857143,-0.26642599277978335,-0.31186868686868685,-0.18571428571428567,0.2970238095238096,-0.32369922730079137,-0.3365436066300441
72192,8075,8185,8185,8,2022-03-10,-0.14254385964912286,0.11373873873873874,-0.09891696750902529,-0.1356326422115897,-0.3298245614035088,0.05,-0.0912975912975913,-0.1393424389375806
61127,628,608,628,0,2022-01-11,0.5714285714285714,0.5142857142857142,0.7654873646209387,0.7297258297258298,0.5866666666666667,0.6533333333333333,0.3264864387313367,0.3522811008233748
61128,628,608,628,5,2022-01-11,0.6947368421052632,0.6210526315789474,0.8535740072202166,0.850079744816587,0.5347368421052632,0.6147368421052631,0.4042133665421337,0.40923716694264634
47939,628,4686,628,0,2021-08-12,0.01754385964912286,-0.11538461538461542,0.01588447653429605,0.013490164805954436,-0.04008097165991904,0.022469635627530415,-0.00978583398674718,-0.020604395604395594
47940,628,4686,628,1,2021-08-12,-0.014936519790888725,0.07262882748319638,-0.01732851985559571,-0.033245072080023585,-0.10343539955190444,0.02837938760268859,-0.023803930780674956,-0.03688910668747382
36799,918,3711,3711,0,2021-07-01,0.215311004784689,0.033094098883572565,0.10144404332129962,0.09620728819293416,0.14513556618819776,-0.08189792663476876,0.07092245090600714,0.0851142900101977
36800,918,3711,918,2,2021-07-01,0.3197245450073783,0.10929660600098373,0.12433212996389902,0.17121733816273912,0.10664043285784555,-0.11608460403344809,0.12474747474747472,0.12554258241758243
36801,918,3711,918,1,2021-07-01,0.28814559763895725,0.10929660600098373,0.1379061371841156,0.15670378154391923,0.21190359075258236,-0.1497688145597639,0.13862782757148956,0.16066640225971213
117161,2593,2304,2593,5,2023-03-27,0.1500359582883855,0.1477885652642934,0.07740072202166075,0.07433286478593926,0.13128371089536134,-0.1417295936713412,0.10751809079563947,0.12895121691338107
117162,2593,2304,2593,8,2023-03-27,0.04958677685950408,0.024793388429752095,-0.043321299638989064,-0.03581267217630851,-0.0991735537190083,-0.05289256198347107,0.006727985707673935,-0.004554963222889524
95065,628,533,533,7,2022-09-05,0.020855501170461865,-0.027523586578704684,0.005776173285198536,0.010577148372423942,0.05640916507058238,0.00527771866354545,0.002111496270039868,0.010096035701683619
95066,628,533,628,3,2022-09-05,0.24281076066790347,0.21219851576994436,0.10288808664259928,0.1302320514982853,-0.0641929499072356,-0.147077922077922,0.12390193400259351,0.10196077042410162
95067,628,533,533,2,2022-09-05,0.028814460393407737,0.030940988835725713,0.07220216606498195,0.0770496028869235,0.00693248272195639,0.04021265284423183,0.016823570560640124,0.010082955265316483
134594,6675,11001,11001,0,2023-07-09,0.27264030612244894,0.15975765306122447,0.12539109506618526,0.18038806431663568,-0.001913265306122458,-0.19253826530612245,0.1637179599262303,0.1628219973459704
134595,6675,11001,6675,4,2023-07-09,0.08878504672897192,-0.019492656875834458,0.041155234657039734,0.04736213941821418,-0.03615487316421895,0.019465954606141533,0.012115623031115937,-0.0006343003073385511
134596,6675,11001,6675,1,2023-07-09,0.10265528686581316,0.059506875296349016,0.12664259927797838,0.13448855554118716,0.08003793266951158,-0.027406353722143173,0.06716440317812268,0.06904514121549182
134597,6675,11001,6675,7,2023-07-09,0.09293034566614555,0.03039777661976717,-0.010782190132370681,-0.0026002600260025444,-0.017161716171617148,-0.06367899947889519,0.028525302779034097,0.0295124651467935
93283,6387,1110,6387,1,2022-08-02,-0.11721647472184271,-0.033574077688854176,-0.07494584837545124,-0.08010664915798622,-0.028811243412063182,0.025785672457544352,-0.04232685039172989,-0.040062297468244745
93284,6387,1110,6387,4,2022-08-02,0.08422082156053023,-0.04640295587915677,0.02216606498194951,0.040113150632602915,0.15070636818083027,-0.050489024125190164,0.04140062835715013,0.06365724576426918
45403,14,4976,14,5,2021-07-22,0.3768564356435643,0.30136138613861385,0.2007942238267146,0.23121999699969994,0.2663366336633663,-0.22611386138613865,0.1617967649847552,0.18273076969416685
132707,474,5248,5248,3,2023-06-18,-0.05280797101449275,-0.07726449275362313,-0.05198555956678702,-0.04729770531400969,-0.13152173913043477,0.04382246376811594,-0.0473668156594986,-0.06926522954397521
132708,474,5248,5248,4,2023-06-18,-0.013597582651973028,0.026128688233202968,-0.013140794223826769,0.01451189822146097,0.012762175613224347,-0.014557412015641624,0.010706124476616263,0.011725686491494441
65504,397,1184,1184,8,2022-01-21,-0.04999999999999993,0.0,-0.02844765342960287,-0.05318181818181819,-0.01200000000000001,-0.016000000000000014,-0.01564157659768113,-0.012359284014742213
128300,11328,11983,11328,3,2023-05-05,-0.04459459459459458,-0.02405405405405403,-0.03675090252707573,-0.039074529074529074,-0.13027027027027022,0.01627027027027026,-0.02661173716462784,-0.0459904105514597
128301,11328,11983,11328,7,2023-05-05,0.10065835065835066,-0.03932778932778924,0.05328519855595685,0.06019656019656026,0.06909216909216917,-0.10460845460845461,0.07456451242150418,0.08434980882395428
168987,120,11058,120,1,2024-05-12,0.0928899082568807,0.09040519877675834,0.08563176895306848,0.13255548605319256,-0.04040519877675841,-0.054740061162079544,0.0859949494949495,0.06896594852515905
168988,120,11058,120,2,2024-05-12,0.05321154124981875,-0.0036247643903146165,0.08086642599277981,0.06592787377911347,0.08890822096563725,-0.04720893141945766,0.05015342822161002,0.05917769730269732
168989,120,11058,120,9,2024-05-12,-0.06265664160401002,0.021804511278195493,-0.04255114320096257,-0.05430242272347538,-0.016340852130325788,0.024160401002506316,-0.03210235391384213,-0.030405766002619124
72318,106,14,106,5,2022-02-22,-0.1856486210418794,0.09703779366700716,-0.028880866425992677,-0.04511793109852353,-0.23840653728294176,0.072829417773238,-0.05814939058481492,-0.09595778759985399
72319,106,14,106,4,2022-02-22,-0.011204481792717158,0.01904761904761898,-0.045740072202165916,-0.04082845259315851,-0.026218487394957978,-0.00481792717086833,-0.01598162631084267,-0.016073783762740712
118992,188,2406,188,0,2023-04-25,0.021533095761619547,-0.02251876563803168,0.01501805054151613,-0.0012096857574148891,0.21636211994844193,0.02285237698081737,-0.010351823918077709,0.02281083819441279
118993,188,2406,188,3,2023-04-25,-0.002197802197802301,-0.06813186813186822,-0.03393501805054164,-0.061327561327561377,0.039267399267399215,0.02446886446886447,-0.037753017641597074,-0.026190884324589058
47933,4915,474,4915,5,2021-08-12,-0.5901639344262295,-0.6065573770491803,-0.7795427196149217,-0.7523596621957278,-0.4918032786885246,-0.639344262295082,-0.34397824397824395,-0.35147928994082833
47934,4915,474,474,1,2021-08-12,-0.5142857142857142,-0.6571428571428571,-0.7387725631768953,-0.7165945165945167,-0.5523809523809524,-0.6628571428571429,-0.3160048763497039,-0.3369884425918908
