match_id,t1,t2,t1_ban1,t1_ban2,t2_ban1,t2_ban2,t1_pick,t2_pick,remaining,t1_mapwins,t2_mapwins,net_h2h,t1_past,t2_past,date
184483,5448,6199,7,1,4,0,6,8,3,2,1,,0.0,0.0,2023-04-29
314647,1034,5248,2,8,5,1,6,0,9,1,2,6.0,3.0,-5.0,2024-04-28
312778,17,2,5,0,9,1,8,6,2,2,1,0.0,8.0,6.0,2024-03-22
314309,17,624,9,8,2,0,6,5,1,1,2,1.0,5.0,1.0,2024-04-13
248274,6961,624,3,1,4,0,6,8,7,1,2,,2.0,6.0,2023-08-19
213201,4915,1184,4,8,7,1,3,6,0,0,2,2.0,2.0,2.0,2023-05-26
296733,278,6199,5,9,8,1,6,2,0,0,2,-2.0,-7.0,3.0,2024-02-20
247087,1184,14,3,1,8,6,4,7,0,2,0,,-3.0,-1.0,2023-08-07
197715,6387,2112,1,7,4,6,3,8,0,2,1,8.0,10.0,3.0,2023-05-24
213200,1184,2059,7,1,3,0,8,4,6,2,1,1.0,3.0,-4.0,2023-05-25
314315,14,878,5,1,9,8,6,0,2,2,0,2.0,-5.0,0.0,2024-04-16
173223,1001,8877,0,7,3,4,8,5,6,2,0,,-6.0,-1.0,2023-03-31
289448,918,2059,1,4,6,0,9,2,8,0,2,-1.0,-2.0,-3.0,2023-12-14
318923,8877,12694,0,2,1,6,8,5,9,2,0,,0.0,5.0,2024-04-12
297416,2059,12694,5,8,1,0,6,2,9,2,1,2.0,2.0,3.0,2024-02-25
318922,2593,14419,9,5,6,0,2,1,8,2,1,2.0,1.0,0.0,2024-04-12
184462,8304,14,7,3,8,5,4,0,6,0,2,,-1.0,-2.0,2023-04-01
173215,7035,4915,4,5,7,3,0,6,8,2,0,,-2.0,4.0,2023-03-27
314623,1034,6961,8,1,5,6,9,2,0,2,0,-2.0,3.0,0.0,2024-04-06
184494,5448,14,8,4,7,0,6,3,1,1,2,,0.0,1.0,2023-05-12
183807,5248,2,4,1,8,6,3,7,0,2,0,0.0,-2.0,-4.0,2023-05-06
167372,1184,120,3,7,0,8,6,4,5,1,2,-2.0,-5.0,9.0,2023-02-26
167370,6199,4915,4,8,0,6,7,5,3,0,2,,2.0,8.0,2023-02-25
297410,474,7035,2,1,6,0,5,9,8,1,2,3.0,0.0,-6.0,2024-02-25
312766,17,6961,6,8,9,1,5,2,0,2,1,-2.0,8.0,2.0,2024-03-14
318926,397,1001,6,1,0,2,8,9,5,2,0,1.0,0.0,-3.0,2024-04-18
220452,624,1120,0,1,4,7,3,8,6,2,1,1.0,5.0,4.0,2023-06-20
222703,282,6387,0,1,4,8,7,3,6,1,2,,5.0,9.0,2023-07-01
220447,2593,5248,1,4,7,0,3,6,8,2,1,,5.0,6.0,2023-06-20
220297,1184,5248,1,4,3,0,8,6,7,0,2,,1.0,-2.0,2023-06-10
183800,1034,2355,5,6,8,3,0,4,7,2,0,,-3.0,-7.0,2023-04-25
184515,8185,6199,7,3,6,0,4,8,1,2,1,0.0,4.0,3.0,2023-05-20
167364,5448,2359,8,3,5,6,0,7,4,0,2,,-1.0,4.0,2023-02-22
167375,120,2593,7,4,0,8,5,3,6,0,2,-1.0,9.0,8.0,2023-02-27
213194,474,2059,7,3,4,8,6,1,0,2,1,0.0,3.0,-5.0,2023-05-23
296732,8185,8304,1,5,6,9,0,8,2,2,0,6.0,-3.0,1.0,2024-02-20
213197,2593,474,7,8,4,3,6,1,0,2,0,2.0,9.0,3.0,2023-05-26
164052,6387,2917,6,8,7,5,4,3,0,1,2,2.0,8.0,0.0,2023-02-17
314321,14,8304,2,9,5,8,1,6,0,0,2,2.0,-4.0,-4.0,2024-04-22
188038,6387,2532,3,6,0,8,4,1,7,2,0,3.0,10.0,-9.0,2023-04-28
303088,1034,2,2,5,1,6,9,0,8,1,2,0.0,2.0,1.0,2024-03-02
235365,4915,7035,4,3,1,7,6,8,0,0,2,-2.0,-5.0,-2.0,2023-07-20
314646,188,2406,2,8,9,5,6,0,1,2,1,1.0,-1.0,-9.0,2024-04-28
184458,624,278,0,8,5,4,6,7,3,2,0,1.0,1.0,-6.0,2023-03-26
183777,5248,188,6,0,5,4,7,3,8,0,2,-4.0,1.0,2.0,2023-04-02
307565,7035,2059,5,8,6,0,2,9,1,0,2,-4.0,-3.0,-3.0,2024-02-26
296745,17,878,0,6,1,2,5,8,9,2,1,3.0,-3.0,-1.0,2024-02-17
189051,1034,5248,1,7,3,6,8,4,0,1,2,6.0,9.0,2.0,2023-05-23
232733,2359,2355,3,7,0,1,8,6,4,0,2,1.0,-4.0,-2.0,2023-07-17
295610,6961,2,2,1,5,6,0,8,9,2,0,1.0,2.0,8.0,2024-02-17
183803,188,2,7,0,8,1,3,6,4,2,0,-4.0,6.0,-1.0,2023-04-30
188034,6387,879,5,7,3,8,6,0,4,2,0,4.0,11.0,-1.0,2023-04-14
286651,474,1120,0,8,2,9,4,6,1,2,0,3.0,-4.0,2.0,2023-12-08
296739,5448,918,2,8,5,0,6,1,9,2,0,3.0,2.0,-4.0,2024-02-21
184042,2304,474,3,8,7,4,5,0,6,1,2,0.0,3.0,2.0,2023-04-26
184037,1001,474,0,4,6,7,3,8,5,0,2,-1.0,-5.0,-2.0,2023-04-19
183813,5248,7386,8,7,4,1,6,3,0,2,0,,2.0,-7.0,2023-05-13
237271,5448,6199,8,7,4,1,6,3,0,2,0,-1.0,-2.0,4.0,2023-07-21
297404,1184,14419,2,0,1,6,5,8,9,2,1,-2.0,2.0,3.0,2024-02-22
235366,2304,8877,0,4,1,3,7,8,6,2,0,2.0,-3.0,-4.0,2023-07-20
281551,11058,2,2,8,6,4,9,1,0,1,2,,-6.0,-2.0,2023-10-26
167366,1184,878,4,0,3,5,7,6,8,2,0,,-8.0,-1.0,2023-02-23
184501,8304,278,0,8,4,7,6,1,3,2,0,,0.0,-9.0,2023-05-16
247104,4915,6961,4,6,3,8,7,0,1,1,2,,2.0,0.0,2023-08-12
247098,12010,1034,4,3,8,7,0,1,6,2,0,2.0,-4.0,2.0,2023-08-13
184040,8877,4915,5,4,7,3,0,6,8,0,2,,-6.0,-1.0,2023-04-21
220453,1034,624,3,0,4,8,7,6,1,1,2,,3.0,4.0,2023-06-21
314312,6387,878,0,8,9,1,6,5,2,0,2,1.0,-4.0,-3.0,2024-04-14
232730,2,120,4,6,0,3,8,7,1,2,1,6.0,1.0,-3.0,2023-07-16
167357,6961,8877,5,6,0,4,7,8,3,2,0,,10.0,-1.0,2023-02-17
235364,397,8877,0,8,7,3,6,4,1,1,2,-2.0,1.0,-7.0,2023-07-19
314323,6199,278,5,0,1,8,6,2,9,2,1,4.0,2.0,-6.0,2024-04-23
284656,4050,8304,9,0,8,1,2,6,4,2,1,,3.0,4.0,2023-11-24
183775,2355,2406,5,7,6,3,8,0,4,0,2,4.0,-2.0,0.0,2023-04-01
220443,474,1120,0,1,7,3,4,8,6,2,1,2.0,6.0,9.0,2023-06-16
318937,8877,1001,9,0,8,2,5,6,1,1,2,-1.0,3.0,0.0,2024-05-01
295613,2,120,5,0,9,2,1,6,8,2,1,5.0,5.0,-5.0,2024-02-19
196140,11058,12041,3,5,8,7,0,6,4,1,2,2.0,1.0,3.0,2023-04-26
318941,397,1184,9,2,6,8,1,5,0,0,2,-6.0,1.0,3.0,2024-05-03
284658,6665,8304,0,2,9,8,1,6,4,2,0,,5.0,2.0,2023-11-26
188022,6387,10979,0,3,8,7,6,4,5,2,0,2.0,9.0,-1.0,2023-03-31
314302,6199,8185,1,8,5,0,9,6,2,0,2,-1.0,3.0,-2.0,2024-04-06
314625,2,120,2,1,6,0,8,5,9,2,0,4.0,5.0,-7.0,2024-04-07
164034,2917,6387,0,5,4,6,7,3,8,1,2,-1.0,8.0,5.0,2023-03-10
283097,188,5448,8,2,9,4,0,1,6,2,1,-1.0,3.0,-2.0,2023-11-03
303087,5248,6961,2,6,1,8,0,5,9,1,2,1.0,6.0,4.0,2024-03-02
184488,8304,17,8,0,7,1,6,3,4,2,0,,-5.0,2.0,2023-05-06
318921,397,7035,1,9,8,6,5,2,0,2,0,-1.0,-3.0,-3.0,2024-04-11
314317,17,8185,6,2,9,5,1,0,8,1,2,0.0,3.0,5.0,2024-04-20
318930,474,1001,8,0,2,5,9,1,6,0,2,3.0,-1.0,-3.0,2024-04-24
286659,14,624,4,8,1,0,6,9,2,0,2,-4.0,2.0,5.0,2023-12-09
318927,2059,1184,2,6,1,8,0,5,9,2,1,-4.0,0.0,1.0,2024-04-18
164066,6387,11281,0,5,6,3,8,7,4,2,0,,6.0,-2.0,2023-02-26
282934,2,13188,6,0,1,2,9,4,8,2,1,-1.0,-2.0,5.0,2023-11-01
314635,188,6961,8,9,2,0,5,1,6,2,1,-1.0,-1.0,-1.0,2024-04-20
167368,2,2593,7,0,5,3,4,8,6,0,2,5.0,0.0,8.0,2023-02-24
286645,624,4050,1,0,8,6,9,4,2,2,0,0.0,0.0,-1.0,2023-12-07
318925,8877,4915,2,6,0,5,1,9,8,1,2,-3.0,0.0,4.0,2024-04-17
169004,11058,11836,6,7,8,5,4,3,0,0,2,,4.0,-1.0,2023-03-09
184032,2,2406,0,3,6,7,8,4,1,2,1,1.0,-1.0,-1.0,2023-05-18
296734,8304,6199,5,9,8,1,0,2,6,0,2,1.0,0.0,4.0,2024-02-21
295615,2355,11058,6,8,1,2,5,9,0,1,2,,-9.0,-4.0,2024-02-18
314638,11058,2406,9,1,8,0,5,6,2,2,0,,2.0,-8.0,2024-04-22
314637,1034,2359,0,8,5,6,1,9,2,0,2,-2.0,7.0,0.0,2024-04-21
297254,6199,17,8,1,0,9,2,6,5,1,2,1.0,5.0,1.0,2024-02-22
184457,14,918,8,5,3,0,4,7,6,2,1,,-1.0,-3.0,2023-03-25
294187,10725,188,2,0,9,1,5,8,6,2,0,,6.0,-4.0,2024-01-14
220294,4915,1120,4,8,0,3,7,1,6,0,2,,-5.0,5.0,2023-06-13
286642,2,624,6,8,1,0,9,2,4,2,1,,7.0,2.0,2023-12-05
183810,2359,2355,3,1,6,0,4,8,7,2,0,1.0,0.0,-6.0,2023-05-07
312780,624,6961,8,6,5,2,0,9,1,2,0,1.0,-3.0,1.0,2024-03-22
213196,4915,474,4,0,7,6,8,1,3,0,2,-1.0,6.0,2.0,2023-05-24
167353,188,624,0,4,5,8,7,6,3,2,0,,2.0,4.0,2023-02-14
220446,474,5248,1,6,7,0,3,4,8,0,2,,6.0,3.0,2023-06-18
184060,7035,474,1,7,0,4,8,3,6,1,2,,-5.0,0.0,2023-05-19
184485,878,8185,6,3,1,0,4,8,7,1,2,,-1.0,9.0,2023-04-30
184496,918,278,4,0,3,8,6,7,1,2,0,,0.0,-9.0,2023-05-13
247103,474,6961,3,0,7,1,4,8,6,0,2,-1.0,-2.0,-1.0,2023-08-10
173214,2593,2304,7,6,3,4,5,8,0,2,0,0.0,10.0,4.0,2023-03-27
237267,878,918,6,7,4,3,0,8,1,2,0,3.0,-2.0,-1.0,2023-07-19
235367,7035,2304,3,8,1,6,7,4,0,0,2,-3.0,1.0,1.0,2023-07-21
184038,7035,2593,7,8,1,4,6,0,3,0,2,,-8.0,9.0,2023-05-10
235363,1001,7035,0,8,1,6,7,3,4,1,2,2.0,-4.0,-4.0,2023-07-19
314308,14,278,1,2,5,8,0,6,9,1,2,1.0,-3.0,-7.0,2024-04-09
281031,188,2406,8,4,9,1,6,2,0,0,2,3.0,0.0,5.0,2023-11-12
167350,17,6961,4,6,5,0,7,3,8,0,2,,-7.0,10.0,2023-02-15
318939,4915,2593,5,6,9,8,0,2,1,2,1,-5.0,1.0,1.0,2024-05-02
237266,8304,278,4,6,8,1,3,0,7,2,0,2.0,4.0,-9.0,2023-07-18
184034,188,2355,3,4,7,1,0,6,8,2,1,4.0,9.0,-8.0,2023-05-19
184481,5448,8304,6,3,5,7,4,0,8,0,2,-2.0,0.0,-8.0,2023-04-24
247095,2593,12010,3,1,7,0,4,6,8,2,0,,10.0,1.0,2023-08-09
196158,6675,11058,3,8,4,7,0,6,1,2,0,-1.0,4.0,-6.0,2023-05-17
196152,11058,337,3,7,1,6,0,4,8,1,2,3.0,-4.0,-4.0,2023-05-10
188026,6387,10293,5,4,0,6,3,7,8,2,0,,9.0,6.0,2023-04-06
297412,2059,12694,5,8,1,2,9,6,0,2,0,,0.0,3.0,2024-02-21
184459,6199,8304,4,8,7,6,0,5,3,2,1,,1.0,2.0,2023-03-26
183774,2,120,4,5,7,6,3,8,0,2,1,6.0,-4.0,5.0,2023-04-01
183789,6961,2406,3,4,7,6,8,5,0,2,0,2.0,3.0,2.0,2023-04-17
237654,12694,2755,6,1,7,3,8,0,4,2,1,,1.0,-1.0,2023-07-14
318931,2059,12694,0,6,1,8,5,9,2,0,2,3.0,0.0,-5.0,2024-04-24
314324,918,624,1,6,2,0,5,9,8,0,2,-4.0,-4.0,1.0,2024-04-23
314325,6387,624,9,8,2,5,0,1,6,0,2,-5.0,-4.0,1.0,2024-04-27
184051,2304,1001,3,4,8,0,7,6,1,0,2,1.0,4.0,-4.0,2023-05-05
189054,6961,5248,4,6,7,8,3,0,1,2,1,1.0,5.0,5.0,2023-05-26
197719,6387,10979,0,6,3,8,4,7,1,2,0,4.0,9.0,8.0,2023-05-26
296731,6199,8304,5,1,8,6,2,0,9,0,2,1.0,6.0,-2.0,2024-02-18
173218,4915,2304,4,6,3,0,5,8,7,2,1,-1.0,1.0,0.0,2023-03-29
167363,4915,2355,5,3,4,8,0,6,7,2,0,,4.0,-2.0,2023-02-22
314624,11058,5248,9,0,1,8,6,5,2,2,0,-2.0,1.0,3.0,2024-04-07
183799,188,2406,5,4,6,8,3,0,7,2,0,,3.0,0.0,2023-04-25
173221,7035,2059,7,5,4,0,8,3,6,0,2,-2.0,1.0,0.0,2023-03-30
312803,6961,1120,0,6,8,1,5,9,2,2,0,-1.0,2.0,5.0,2024-03-18
183797,2359,120,3,8,7,0,4,5,6,1,2,,2.0,-2.0,2023-04-24
220292,1120,14,0,6,8,1,4,3,7,1,2,,8.0,1.0,2023-06-11
318916,474,1184,2,0,1,9,8,5,6,0,2,7.0,0.0,1.0,2024-04-05
307564,8877,7035,2,0,6,8,9,1,5,2,0,1.0,3.0,-2.0,2024-02-26
312800,11328,6961,6,1,8,0,9,2,5,0,2,,1.0,2.0,2024-03-17
167351,11328,8877,0,3,5,8,4,6,7,1,2,,0.0,-3.0,2023-02-14
247088,5248,1184,4,6,3,8,7,1,0,2,0,2.0,1.0,-3.0,2023-08-08
220449,8185,1034,6,1,3,0,7,4,8,0,2,,-2.0,-1.0,2023-06-18
237649,3531,12694,0,4,7,1,3,6,8,2,0,,7.0,4.0,2023-07-13
248282,2593,6961,3,1,7,6,0,8,4,1,2,-1.0,5.0,5.0,2023-08-24
284659,3136,8304,8,1,9,2,4,6,0,1,2,,3.0,1.0,2023-11-25
222700,6387,8904,0,8,6,4,7,1,3,2,1,,10.0,9.0,2023-06-29
184497,8304,878,3,1,6,7,0,8,4,1,2,,-1.0,3.0,2023-05-14
312799,1001,624,0,1,2,5,6,9,8,1,2,-2.0,3.0,-3.0,2024-03-17
295609,188,7386,5,6,8,2,0,1,9,0,2,3.0,-4.0,3.0,2024-02-25
294183,120,10725,9,5,1,2,0,8,6,0,2,,-4.0,8.0,2024-01-13
281027,2406,188,8,4,6,1,9,2,0,1,2,-2.0,7.0,1.0,2023-11-10
189050,2359,2406,4,8,6,3,7,0,1,1,2,-1.0,-4.0,-3.0,2023-05-23
314305,6199,878,1,6,9,0,2,8,5,1,2,-1.0,3.0,-2.0,2024-04-08
185986,10725,11058,7,6,3,4,8,5,0,1,2,-1.0,4.0,3.0,2023-03-30
167359,5248,8304,7,3,6,0,8,4,5,0,2,,4.0,2.0,2023-02-18
282937,2,10725,1,8,6,4,0,9,2,2,1,,1.0,6.0,2023-11-02
183801,1034,120,8,0,7,4,1,3,6,2,0,-2.0,0.0,1.0,2023-04-29
314642,11058,2359,8,0,9,1,2,5,6,1,2,,2.0,1.0,2024-04-24
167362,474,6199,0,7,4,8,5,3,6,0,2,,-1.0,-2.0,2023-02-22
184043,397,1001,3,7,0,8,4,6,5,2,1,,-5.0,-5.0,2023-04-27
183814,2355,2,3,8,0,4,1,6,7,0,2,1.0,-7.0,-4.0,2023-05-14
318915,2593,1001,9,8,0,2,5,6,1,0,2,2.0,4.0,0.0,2024-04-04
184059,8877,2304,7,8,3,1,6,0,4,0,2,,-7.0,2.0,2023-05-18
232736,2,2359,0,6,4,1,3,8,7,0,2,-1.0,1.0,-8.0,2023-07-18
237272,878,17,8,7,1,3,4,6,0,1,2,-2.0,2.0,-3.0,2023-07-21
297409,397,7035,9,2,6,0,1,8,5,0,2,1.0,3.0,-6.0,2024-02-23
314314,918,8304,8,0,1,9,5,2,6,1,2,2.0,-6.0,-3.0,2024-04-15
312776,2,6961,6,1,2,0,5,8,9,2,1,-2.0,4.0,3.0,2024-03-21
247078,2355,2304,3,4,0,1,6,7,8,0,2,,4.0,4.0,2023-08-11
184468,14,624,5,0,4,8,7,3,6,0,2,,-2.0,-1.0,2023-04-08
318913,7035,474,2,9,6,1,0,8,5,0,2,-2.0,-3.0,0.0,2024-04-03
286643,4050,8185,9,2,8,6,0,4,1,1,2,-2.0,1.0,-1.0,2023-12-05
213199,4915,2304,4,8,3,1,7,0,6,2,0,0.0,2.0,-2.0,2023-05-25
294186,188,120,8,0,1,2,9,6,5,2,1,0.0,-6.0,-5.0,2024-01-13
247086,5248,11328,6,4,3,8,0,7,1,2,0,,1.0,2.0,2023-08-07
184052,2304,2059,7,1,3,4,8,6,0,2,1,0.0,3.0,-6.0,2023-05-10
184057,2593,4915,4,1,7,0,8,6,3,2,0,3.0,10.0,9.0,2023-05-17
314634,2,7386,8,5,2,0,1,6,9,2,0,4.0,2.0,1.0,2024-04-20
184514,14,17,8,4,7,1,3,0,6,2,1,-1.0,4.0,-8.0,2023-05-19
281026,2355,2359,4,1,9,8,6,2,0,0,2,-2.0,-2.0,0.0,2023-11-10
189052,6961,2406,7,8,6,3,0,4,1,2,0,4.0,4.0,0.0,2023-05-24
307573,11058,7386,6,1,5,0,9,8,2,1,2,,1.0,-1.0,2024-02-26
184486,8304,624,1,0,4,6,7,8,3,1,2,,-5.0,2.0,2023-05-01
213195,2593,1184,3,4,7,0,8,1,6,2,1,2.0,10.0,2.0,2023-05-24
282936,2,11058,1,8,6,0,4,9,2,2,0,1.0,-2.0,-5.0,2023-11-02
247075,624,2355,3,1,4,0,8,7,6,2,0,,1.0,8.0,2023-08-09
