match_id,t1,t2,correct,date,bankroll,$win,$lose
318938,2059,7035,True,2024-05-02,3482.0,140.00000000000006,50
318941,397,1184,False,2024-05-03,3432.0,125.0,50
329907,6199,14,True,2024-05-03,3489.5,57.500000000000014,50
329908,624,8304,False,2024-05-03,3439.5,263.15789473684214,50
318940,474,12694,False,2024-05-03,3389.5,99.99999999999997,50
314650,2,2406,False,2024-05-03,3339.5,500.00000000000045,50
329909,17,14,True,2024-05-04,3464.0,124.5,50
314651,1034,120,True,2024-05-04,3539.0,75.0,50
314652,2355,2359,False,2024-05-04,3489.0,100.0,50
329910,8185,624,False,2024-05-04,3439.0,67.56756756756755,50
329911,17,8185,True,2024-05-05,3496.0,57.0,50
329912,14,624,False,2024-05-05,3446.0,227.2727272727273,50
314653,188,7386,False,2024-05-05,3396.0,250.00000000000006,50
314654,11058,6961,False,2024-05-05,3346.0,135.13513513513516,50
337407,188,11058,True,2024-05-08,3415.5,69.5,50
337408,120,6961,True,2024-05-08,3480.0,64.5,50
341816,2593,474,False,2024-05-08,3430.0,142.85714285714283,50
341817,4915,1001,False,2024-05-08,3380.0,62.5,50
337409,2355,11058,True,2024-05-09,3455.0,75.0,50
337410,2359,120,True,2024-05-09,3517.5,62.5,50
341818,8877,2593,False,2024-05-09,3467.5,56.179775280898895,50
341819,1184,1001,True,2024-05-09,3521.0,53.499999999999986,50
341820,2593,1001,False,2024-05-10,3471.0,64.10256410256412,50
337411,11058,120,False,2024-05-10,3421.0,156.25000000000003,50
337413,2355,2359,False,2024-05-10,3371.0,142.85714285714283,50
341822,8877,1184,False,2024-05-10,3321.0,58.823529411764696,50
