,match_id,t1,t2,winner,t1_ban1,t1_ban2,t2_ban1,t2_ban2,t1_pick,t2_pick,remaining,t1_mapwins,t2_mapwins,net_h2h,t1_past,t2_past,odds,best_odds,worst_odds,date,t1_elo,t2_elo,elo_diff
688,281031,188,2406,False,8,4,9,1,6,2,0,0,2,3.0,0,5,0.6428161396078631,0.646643109540636,0.6389891696750902,2023-11-12,1639.9748291142682,1460.6858489724373,179.28898014183096
754,285010,11981,14137,True,9,8,2,6,0,1,4,2,0,,2,4,0.7231673690234639,0.7751937984496123,0.6711409395973155,2023-11-16,1491.0582626362261,1515.8293196527113,-24.7710570164852
17,285009,11328,804,True,8,0,1,4,2,6,9,2,0,,2,3,0.800820039720674,0.8264462809917356,0.7751937984496123,2023-11-16,1551.708660743961,1438.2567860613376,113.45187468262338
1410,285011,12010,1108,True,9,2,8,1,6,4,0,2,0,,2,3,0.869630973986691,0.8771929824561404,0.8620689655172414,2023-11-16,1579.6938985921126,1500.7799695458427,78.91392904626991
615,285014,11985,11981,True,9,8,2,4,0,6,1,2,0,-2.0,-3,6,0.6578947368421053,0.6578947368421053,0.6578947368421053,2023-11-17,1541.0854322779614,1508.1970829905067,32.88834928745473
1019,285013,12685,11328,True,2,4,1,8,9,6,0,2,1,-1.0,4,6,0.538630835167381,0.5617977528089888,0.5154639175257733,2023-11-17,1577.371345479142,1562.662115697064,14.709229782077955
139,285016,1120,13532,True,2,6,0,1,4,9,8,2,0,,7,6,0.975632971635256,0.9803921568627452,0.970873786407767,2023-11-18,1694.2749496250724,1530.1474727761724,164.12747684889996
303,285015,1837,12010,True,9,4,2,0,6,8,1,2,1,-2.0,4,6,0.4067852437417655,0.4347826086956522,0.3787878787878788,2023-11-18,1522.5187998973452,1592.1210084204079,-69.6022085230627
428,285022,11328,13556,True,8,9,0,4,6,1,2,2,0,-1.0,4,3,0.8860660236807025,0.9174311926605504,0.8547008547008548,2023-11-20,1547.3390963399468,1482.7983182067956,64.5407781331512
60,285021,11981,1108,True,9,6,8,1,0,4,2,2,0,,3,0,0.8098360655737705,0.819672131147541,0.8,2023-11-20,1493.7071398161415,1488.3528597175475,5.3542800985940175
1246,285017,12685,11985,False,2,8,9,4,0,6,1,1,2,-4.0,3,1,0.3719977951019765,0.3975903614457831,0.3464052287581699,2023-11-20,1592.6943648362594,1555.5753754523266,37.118989383932785
1022,285018,1837,1120,False,9,2,0,1,6,8,4,1,2,-3.0,3,7,0.1187888198757763,0.1304347826086955,0.1071428571428572,2023-11-21,1541.6818983651794,1703.2328073702356,-161.55090900505616
1225,285024,12010,14137,False,9,8,0,1,2,6,4,0,2,-1.0,4,1,0.8463807157288498,0.8657718120805369,0.8269896193771626,2023-11-21,1572.9579099525736,1498.6904992984307,74.26741065414285
933,285025,13532,14137,False,1,2,0,9,4,8,6,0,2,1.0,4,2,0.54337899543379,0.54337899543379,0.54337899543379,2023-11-22,1521.1896150310092,1518.0594827967989,3.1301322342103504
182,285026,11981,11328,False,1,4,9,8,6,0,2,0,2,-2.0,4,7,0.2700341005967604,0.2753623188405796,0.2647058823529412,2023-11-22,1509.4605856234803,1560.4006066313946,-50.94002100791431
327,285028,1837,11328,False,1,8,9,2,6,4,0,1,2,4.0,0,7,0.5599613152804642,0.574468085106383,0.5454545454545454,2023-11-23,1532.6280594166033,1574.0713981176536,-41.44333870105038
655,285027,12685,14137,True,2,8,0,6,9,4,1,2,0,,0,2,0.7874015748031495,0.7874015748031495,0.7874015748031495,2023-11-23,1574.9914464027738,1534.2036268133638,40.78781958940999
1325,285029,12685,11328,False,2,0,1,4,9,6,8,1,2,0.0,1,6,0.4501466275659824,0.5454545454545454,0.3548387096774194,2023-11-24,1589.1216797244776,1588.1718625225576,0.949817201920041
972,285019,11985,1120,True,2,4,0,1,6,9,8,2,0,-6.0,0,6,0.1526403015926495,0.1757469244288224,0.1295336787564767,2023-11-24,1573.2782938858122,1712.2866463188118,-139.00835243299957
976,284656,4050,8304,True,9,0,8,1,2,6,4,2,1,,3,4,0.4939024390243902,0.5,0.4878048780487805,2023-11-24,1449.7159289797808,1502.3069466562665,-52.59101767648576
161,284659,3136,8304,False,8,1,9,2,4,6,0,1,2,,3,1,0.3027210884353741,0.3197278911564626,0.2857142857142857,2023-11-25,1495.8116068401343,1483.9033702125068,11.908236627627502
1198,284658,6665,8304,True,0,2,9,8,1,6,4,2,0,,5,2,0.5955757231990925,0.6097560975609756,0.5813953488372093,2023-11-26,1488.5259985052523,1500.4515501336223,-11.92555162836993
1338,284660,4050,8304,False,9,1,8,0,4,2,6,1,2,1.0,3,3,0.4782608695652174,0.5,0.4565217391304348,2023-11-26,1468.1195054235404,1483.9025737646127,-15.783068341072294
1426,286643,4050,8185,False,9,2,8,6,0,4,1,1,2,,1,-1,0.0383726306056403,0.0476190476190476,0.0291262135922329,2023-12-05,1452.845843016447,1716.3227488906225,-263.4769058741756
26,286642,2,624,True,1,0,6,8,2,9,4,2,1,,7,2,0.4199269692227438,0.4694835680751174,0.3703703703703703,2023-12-05,1538.3134889380922,1829.761977318139,-291.4484883800469
1088,286648,14,1120,True,4,8,0,2,6,1,9,2,0,-2.0,-1,6,0.342193777445576,0.3597122302158274,0.3246753246753247,2023-12-06,1552.101460024379,1690.2061185912812,-138.10465856690212
1335,286647,4330,474,False,1,9,2,4,6,8,0,0,2,,-3,-6,0.0195136018456214,0.0291262135922329,0.0099009900990099,2023-12-06,1478.8790809206807,1552.7050155188488,-73.82593459816803
1463,286645,624,4050,True,1,0,8,6,9,4,2,2,0,0.0,0,-1,0.8990485405579745,0.9433962264150942,0.8547008547008548,2023-12-07,1802.7987334002964,1447.0874841467257,355.7112492535707
1265,286646,8185,624,False,1,4,9,8,6,2,0,0,2,-2.0,-2,1,0.3637604367373153,0.4219653179190751,0.3055555555555556,2023-12-07,1722.0811077603437,1806.4560521277779,-84.37494436743418
792,286644,2,8185,True,6,0,9,4,1,8,2,2,0,,7,1,0.645591236619601,0.6622516556291391,0.6289308176100629,2023-12-07,1565.2767328559348,1709.8920910795214,-144.61535822358655
623,286650,4330,1120,False,2,6,0,4,8,1,9,1,2,,-3,2,0.0681345353675451,0.1071428571428572,0.0291262135922329,2023-12-08,1466.228629891663,1668.1612321684822,-201.93260227681913
352,286651,474,1120,True,2,9,0,8,6,4,1,2,0,3.0,-4,2,0.648396844049018,0.6756756756756757,0.6211180124223602,2023-12-08,1565.3554665478664,1675.7845374631825,-110.42907091531606
616,286649,474,14,False,4,1,9,8,2,6,0,1,2,,-5,0,0.6575903727289755,0.6710526315789473,0.6441281138790036,2023-12-08,1586.2763131111828,1574.146346447178,12.129966664004769
974,286659,14,624,False,1,0,4,8,9,6,2,0,2,-4.0,2,5,0.2617413097962296,0.2753623188405796,0.2481203007518797,2023-12-09,1590.7047252033765,1818.6450688086002,-227.9403436052237
160,286658,2,474,True,6,0,1,2,8,4,9,2,1,-1.0,7,-1,0.6014116969173149,0.641025641025641,0.5617977528089888,2023-12-09,1587.576814831837,1569.7179343549844,17.85888047685262
1172,289448,918,2059,False,6,0,1,4,2,9,8,0,2,-1.0,-2,-3,0.1503456221198156,0.1935483870967741,0.1071428571428572,2023-12-14,1488.1420453509331,1495.288945478021,-7.146900127087974
1358,289447,17,4733,True,9,8,1,2,6,0,4,2,1,,-4,0,0.5378427573248782,0.9523809523809524,0.1233045622688039,2023-12-14,1479.2518929796227,1484.736306793522,-5.484413813899437
486,289450,2406,2059,False,9,4,1,8,2,6,0,0,2,,1,1,0.530008826125331,0.5454545454545454,0.5145631067961165,2023-12-15,1484.2799954063012,1510.959864978838,-26.679869572536745
50,289449,1184,4733,True,2,6,1,0,4,9,8,2,0,,2,1,0.9852455833818676,0.99009900990099,0.9803921568627452,2023-12-15,1525.8821997338578,1468.4837611797134,57.39843855414438
596,289451,1184,17,True,9,1,2,8,4,0,6,2,1,,1,-1,0.8621330360460796,0.8695652173913044,0.8547008547008548,2023-12-16,1539.2626921272993,1495.5044385934314,43.7582535338679
930,289452,918,2406,True,8,0,1,6,2,9,4,2,1,,-6,-2,0.2435806643212866,0.2906976744186046,0.1964636542239685,2023-12-16,1472.4711258501163,1469.5062394339006,2.964886416215677
1437,292025,11981,13556,True,9,8,0,6,4,1,2,2,1,1.0,1,0,0.6993348982785603,0.7042253521126761,0.6944444444444444,2023-12-23,1495.7897941372212,1469.7368079153478,26.052986221873425
382,292021,11985,12784,True,9,1,2,4,0,6,8,2,0,,0,-2,0.9709653092006032,0.9803921568627452,0.9615384615384616,2023-12-23,1595.3588216133428,1481.9769443625482,113.38187725079456
1045,292022,5944,11985,False,2,4,6,0,8,1,9,0,2,,1,4,0.1187888198757763,0.1304347826086955,0.1071428571428572,2023-12-24,1509.0841072077333,1606.3151795685949,-97.23107236086162
212,292027,11981,1837,False,8,9,2,0,6,1,4,0,2,-4.0,1,0,0.1701101928374655,0.1735537190082644,0.1666666666666666,2023-12-24,1510.592253523914,1518.5275950116993,-7.935341487785308
404,292029,11981,11980,True,9,4,2,1,6,8,0,2,1,1.0,-3,-3,0.7289016115351993,0.7633587786259541,0.6944444444444444,2023-12-25,1494.9576259737935,1430.4207897656177,64.53683620817583
206,292031,11985,11981,True,9,0,2,1,4,8,6,2,0,0.0,4,0,0.8893280632411067,0.9090909090909092,0.8695652173913044,2023-12-27,1617.9508674623903,1508.0193116749863,109.93155578740402
330,292034,13514,11981,False,9,8,6,2,4,0,1,0,2,2.0,-2,-4,0.6010596110529489,0.6240601503759399,0.5780590717299579,2023-12-28,1501.8300445676157,1496.9194048576594,4.9106397099562855
1010,292032,1837,11985,False,2,1,6,0,8,9,4,0,2,-1.0,4,5,0.307552233084148,0.3243243243243243,0.2907801418439716,2023-12-28,1534.1622225618198,1629.0507742797172,-94.88855171789737
748,294182,188,13188,False,9,2,8,6,0,5,1,0,2,3.0,-3,3,0.613035537858148,0.6197718631178707,0.6062992125984252,2024-01-13,1616.3806826804043,1466.0472221018683,150.333460578536
981,294183,120,10725,False,9,5,1,2,0,8,6,0,2,,-4,8,0.5391313581820113,0.54337899543379,0.5348837209302326,2024-01-13,1553.144234608694,1486.3219307931638,66.82230381553018
267,294186,188,120,True,8,0,1,2,9,6,5,2,1,0.0,-6,-5,0.5408163265306123,0.5714285714285714,0.5102040816326531,2024-01-13,1593.8595520500976,1534.1043443918566,59.755207658241034
1243,286749,516,6199,False,1,0,8,6,4,2,9,0,2,,5,2,0.2830712303422756,0.2907801418439716,0.2753623188405796,2024-01-14,1482.067031231344,1533.4826168054058,-51.41558557406188
445,294187,10725,188,True,2,0,9,1,5,8,6,2,0,,6,-4,0.5619573796369377,0.5714285714285714,0.5524861878453039,2024-01-14,1505.3618210100012,1607.1345391267075,-101.7727181167063
32,295606,188,7386,True,0,2,5,9,1,8,6,2,1,2.0,-7,4,0.8737789987789988,0.8928571428571428,0.8547008547008548,2024-02-16,1586.5773367322745,1455.8644131789902,130.71292355328433
95,295605,1034,2406,True,9,6,1,5,2,0,8,2,0,3.0,-2,-2,0.9049959049959048,0.9090909090909092,0.9009009009009008,2024-02-16,1611.5874730401297,1453.6427741849227,157.94469885520698
983,295611,2359,120,True,6,0,2,9,8,1,5,2,1,-1.0,6,-5,0.8855799373040752,0.9090909090909092,0.8620689655172414,2024-02-17,1555.375590991341,1520.8293573152466,34.54623367609429
1135,296745,17,878,True,1,2,0,6,8,5,9,2,1,3.0,-3,-1,0.7549857549857549,0.7692307692307692,0.7407407407407407,2024-02-17,1481.5089927571673,1500.8179200721436,-19.308927314976245
1209,296735,14,6387,True,5,1,0,9,6,2,8,2,0,,-1,3,0.6135200240891298,0.6172839506172839,0.6097560975609756,2024-02-17,1583.9165453393778,1745.8937387034202,-161.97719336404248
167,295610,6961,2,True,5,6,2,1,8,0,9,2,0,1.0,2,8,0.4750835063645391,0.4784688995215311,0.4716981132075471,2024-02-17,1759.3544349691028,1602.7551065612831,156.5993284078197
961,296730,5448,918,True,2,8,6,0,5,1,9,2,0,1.0,-1,-3,0.6759534140214661,0.6896551724137931,0.6622516556291391,2024-02-18,1563.5994644805037,1488.3345910990943,75.26487338140942
1372,296731,6199,8304,False,5,1,8,6,2,0,9,0,2,1.0,6,-2,0.6107331821617537,0.6296296296296297,0.5918367346938775,2024-02-18,1547.1319761398145,1499.1762361717063,47.95573996810822
571,296736,8185,278,True,9,0,5,8,2,6,1,2,0,3.0,-3,-7,0.9709653092006032,0.9803921568627452,0.9615384615384616,2024-02-18,1687.5920091036191,1371.919331602414,315.67267750120504
915,295615,2355,11058,False,1,2,6,8,9,5,0,1,2,,-9,-4,0.2394447657605553,0.2481203007518797,0.2307692307692308,2024-02-18,1445.5311836080964,1452.357819815701,-6.826636207604679
1249,296737,14,5448,True,2,8,5,1,0,6,9,2,1,2.0,2,2,0.7195172271508149,0.7633587786259541,0.6756756756756757,2024-02-19,1606.8786290805112,1576.1866093410956,30.692019739415628
123,296747,17,624,False,5,0,8,1,6,2,9,1,2,-2.0,0,2,0.4576719576719577,0.8412698412698413,0.0740740740740741,2024-02-19,1498.397287367755,1825.433248672599,-327.0359613048438
183,295608,2406,7386,False,0,9,5,1,2,8,6,0,2,2.0,-6,2,0.5849479032119177,0.5918367346938775,0.5780590717299579,2024-02-19,1444.4535581113405,1445.6151657257117,-1.161607614371178
180,296738,6387,918,False,0,1,6,2,5,9,8,1,2,2.0,0,-7,0.7606624319419237,0.7844827586206896,0.736842105263158,2024-02-19,1722.9316549622868,1475.7474462385023,247.18420872378442
1235,295613,2,120,True,5,0,9,2,1,6,8,2,1,5.0,5,-5,0.7221063607924922,0.7299270072992701,0.7142857142857143,2024-02-19,1593.5150768186284,1506.4150478436086,87.10002897501977
780,296733,278,6199,False,8,1,5,9,2,6,0,0,2,-2.0,-7,3,0.3108837737993747,0.3464052287581699,0.2753623188405796,2024-02-20,1367.4465239367153,1528.9374514702915,-161.49092753357627
1127,297402,14419,8877,False,1,5,0,2,9,8,6,1,2,4.0,6,-2,0.6765288050838629,0.6978851963746224,0.6551724137931034,2024-02-20,1500.0,1430.6459007400445,69.35409925995555
926,297401,1184,1001,False,2,9,0,8,1,6,5,0,2,1.0,5,-3,0.8522494013000342,0.8734177215189873,0.8310810810810811,2024-02-20,1553.2581379635633,1406.2033640401673,147.05477392339594
580,296732,8185,8304,True,1,5,6,9,0,8,2,2,0,6.0,-3,1,0.8134920634920635,0.8333333333333334,0.7936507936507936,2024-02-20,1692.064816769318,1517.3707608412292,174.6940559280888
426,296749,17,878,True,1,8,0,9,2,6,5,2,1,4.0,-2,-3,0.5251852900911109,0.7246376811594204,0.3257328990228013,2024-02-21,1494.1702819355462,1483.9296254615558,10.240656473990384
1168,297407,474,7035,True,9,2,6,0,5,1,8,2,0,1.0,0,-3,0.7820136852394917,0.8064516129032259,0.7575757575757576,2024-02-21,1554.5396426255384,1459.8510558868775,94.68858673866089
891,296739,5448,918,True,2,8,5,0,6,1,9,2,0,3.0,2,-4,0.7249802994483845,0.7407407407407407,0.7092198581560284,2024-02-21,1561.59636387453,1501.532844274351,60.063519600179006
897,297412,2059,12694,True,1,2,5,8,6,9,0,2,0,,0,3,0.7121212121212122,0.7575757575757576,0.6666666666666666,2024-02-21,1525.7336209512384,1524.5876137486755,1.1460072025629415
1264,296734,8304,6199,False,5,9,8,1,0,2,6,0,2,1.0,0,4,0.5599613152804642,0.574468085106383,0.5454545454545454,2024-02-21,1508.7999469855642,1537.9935322256779,-29.193585240113634
1231,297406,4915,397,True,8,5,6,9,1,0,2,2,1,1.0,1,6,0.8300041328006613,0.8403361344537815,0.819672131147541,2024-02-21,1545.5378345890726,1441.0593228769444,104.47851171212824
1164,297254,6199,17,False,8,1,0,9,2,6,5,1,2,1.0,5,1,0.4590787434849979,0.5633187772925764,0.3548387096774194,2024-02-22,1552.652273043915,1509.6988188005453,42.95345424336983
947,298688,11328,12064,True,0,8,2,5,6,9,1,2,0,,4,-3,0.8630952380952381,0.8928571428571428,0.8333333333333334,2024-02-22,1604.215603112195,1448.9959758247737,155.2196272874212
740,298687,12685,731,True,5,1,6,2,9,0,8,2,0,2.0,-2,-4,0.6044999634743224,0.6172839506172839,0.591715976331361,2024-02-22,1573.0779391348403,1432.8605016044485,140.21743753039186
187,297255,17,5448,True,1,9,2,8,5,0,6,2,0,-3.0,1,0,0.5636891524586114,0.6578947368421053,0.4694835680751174,2024-02-22,1527.6668818024536,1574.8575665928568,-47.19068479040311
120,297253,5448,6199,False,8,1,2,9,5,0,6,0,2,3.0,3,3,0.4648692810457516,0.5833333333333333,0.3464052287581699,2024-02-22,1556.69762160894,1534.6842100420067,22.0134115669332
1342,297404,1184,14419,True,2,0,1,6,5,8,9,2,1,-2.0,2,3,0.6044999634743224,0.6172839506172839,0.591715976331361,2024-02-22,1530.8633974193726,1480.847882380205,50.01551503916767
1439,297403,1001,8877,True,2,5,0,1,8,6,9,2,0,1.0,0,-2,0.4145299145299145,0.4444444444444444,0.3846153846153846,2024-02-22,1428.598104584358,1449.7980183598395,-21.19991377548149
814,298693,11981,1119,True,6,1,2,8,9,0,5,2,0,1.0,4,-2,0.7814407814407813,0.7936507936507936,0.7692307692307692,2024-02-23,1513.1455331159377,1484.170289198474,28.975243917463786
1481,297408,4915,474,True,5,6,9,1,2,8,0,2,0,-1.0,3,4,0.6289556962025316,0.6329113924050632,0.625,2024-02-23,1556.8663902544145,1566.2839195664283,-9.417529312013812
682,298697,12010,13790,False,2,1,6,9,0,5,8,0,2,,3,-2,0.736842105263158,0.736842105263158,0.736842105263158,2024-02-23,1553.5889264542054,1500.0,53.58892645420542
1166,297414,2059,2593,False,9,8,5,2,6,0,1,0,2,-4.0,3,4,0.4550775071180006,0.8275862068965517,0.0825688073394496,2024-02-23,1541.6808455606142,1799.5753602469333,-257.8945146863191
1395,297409,397,7035,False,9,2,6,0,1,8,5,0,2,1.0,3,-6,0.5297356828193833,0.5594713656387665,0.5,2024-02-23,1429.7307672116026,1448.1067789459876,-18.376011734384974
633,295607,1034,188,True,8,2,1,5,9,0,6,2,0,-5.0,-1,-4,0.7944514501891551,0.819672131147541,0.7692307692307692,2024-02-23,1620.7766891137119,1596.826584185553,23.950104928158908
158,295612,6961,2359,True,9,6,2,5,1,8,0,2,1,4.0,2,9,0.621141975308642,0.625,0.6172839506172839,2024-02-23,1768.5944647117576,1569.789900462979,198.80456424877866
1417,298692,13576,14137,False,9,5,2,0,1,6,8,0,2,,-2,1,0.678965268473668,0.6805111821086263,0.6774193548387097,2024-02-23,1466.5604113398656,1520.07339349166,-53.512982151794404
1411,298690,731,12064,False,2,5,9,6,8,0,1,0,2,5.0,-4,-7,0.6590909090909091,0.6753246753246753,0.6428571428571428,2024-02-24,1422.9886049969678,1439.7036628085289,-16.71505781156111
1057,295617,11058,5248,False,6,2,1,0,9,5,8,0,2,,-2,5,0.462962962962963,0.6666666666666667,0.2592592592592593,2024-02-24,1468.0434820513428,1662.5152419165152,-194.47175986517232
449,297256,14,624,False,2,1,5,6,8,0,9,0,2,-6.0,4,4,0.196774193548387,0.1999999999999999,0.1935483870967741,2024-02-24,1621.468874547077,1829.6602541048078,-208.1913795577309
476,297257,8185,17,False,2,9,5,8,6,1,0,0,2,2.0,1,4,0.6686416502084706,0.6774193548387097,0.6598639455782314,2024-02-24,1700.635630624983,1545.8268267863705,154.80880383861245
1053,298695,13576,1119,True,6,0,2,1,5,9,8,2,0,,-6,-5,0.7019704433497538,0.7142857142857143,0.6896551724137931,2024-02-24,1453.0054710275997,1469.5015635249767,-16.49609249737705
600,295609,188,7386,False,8,2,5,6,1,0,9,0,2,3.0,-4,3,0.6274558774558774,0.6336996336996337,0.6212121212121212,2024-02-25,1581.927783570627,1461.561671917497,120.36611165313002
824,297416,2059,12694,True,1,0,5,8,2,6,9,2,1,2.0,2,3,0.7968253968253969,0.8,0.7936507936507936,2024-02-25,1535.7691776726235,1508.6403891392997,27.128788533323814
826,298698,13790,1120,False,9,8,5,6,0,1,2,1,2,,0,2,0.0384615384615385,0.0384615384615385,0.0384615384615385,2024-02-25,1518.4484752647088,1654.863690899866,-136.4152156351572
1277,297410,474,7035,False,2,1,6,0,5,9,8,1,2,3.0,0,-6,0.6327759197324414,0.6655518394648829,0.6,2024-02-25,1549.8503324983137,1463.2613205458372,86.58901195247654
1068,297405,8877,1184,True,2,8,0,5,6,1,9,2,1,-2.0,-2,4,0.3654639861536413,0.3861003861003861,0.3448275862068966,2024-02-25,1432.8229361020028,1544.5758777684312,-111.75294166642834
737,298689,12685,11328,False,5,2,0,8,1,9,6,1,2,-1.0,3,4,0.4008538729236178,0.4152046783625731,0.3865030674846625,2024-02-25,1582.949835742321,1613.5079161284398,-30.558080386118718
864,295614,2359,2,False,9,6,5,0,2,8,1,1,2,3.0,7,5,0.487011283127788,0.5145631067961165,0.4594594594594595,2024-02-25,1562.0615355051868,1605.5859415386415,-43.524406033454625
667,298694,14137,11981,False,6,2,0,9,5,8,1,1,2,-2.0,2,5,0.4062720225510923,0.4186046511627906,0.3939393939393939,2024-02-25,1533.628333803926,1527.814258789435,5.814075014490982
1479,295619,11058,2355,True,1,2,6,0,8,9,5,2,0,1.0,-3,-8,0.5689304108276441,0.7246376811594204,0.4132231404958678,2024-02-25,1460.16797131274,1429.8455213724546,30.322449940285424
597,307573,11058,7386,False,6,1,5,0,9,8,2,1,2,,1,-1,0.3285868781542898,0.3421052631578947,0.3150684931506849,2024-02-26,1474.7751055477308,1482.8931268067254,-8.118021258994531
695,298699,13790,12010,False,2,0,6,8,9,5,1,0,2,2.0,-1,-1,0.5833333333333333,0.5833333333333333,0.5833333333333333,2024-02-26,1508.4265429161867,1535.1404511894966,-26.713908273309926
31,307572,7386,2,False,2,5,1,6,8,0,9,0,2,-2.0,3,4,0.2055485498108449,0.2307692307692308,0.180327868852459,2024-02-26,1498.5193461312197,1619.591988308608,-121.07264217738839
832,307574,2,11058,False,5,0,6,1,9,2,8,1,2,3.0,5,-2,0.6840111642743222,0.696969696969697,0.6710526315789473,2024-02-26,1630.2316287809695,1459.1488862232366,171.0827425577329
1436,307564,8877,7035,True,2,0,6,8,9,1,5,2,0,1.0,3,-2,0.5009920634920635,0.5555555555555556,0.4464285714285714,2024-02-26,1453.7989175392386,1483.1683338199703,-29.369416280731684
1288,298691,12685,12064,True,5,0,2,1,6,8,9,2,0,1.0,1,-3,0.8737789987789988,0.8928571428571428,0.8547008547008548,2024-02-26,1568.3534698181566,1454.9344992813767,113.41897053677985
1289,298696,14137,13576,True,9,8,2,0,5,1,6,2,1,2.0,3,-5,0.4893515195022732,0.5025125628140703,0.4761904761904761,2024-02-26,1517.3606107449302,1469.7645738292601,47.59603691567008
1042,307567,8877,2059,True,2,1,5,8,9,0,6,2,0,-5.0,0,1,0.4426165295730513,0.4504504504504504,0.4347826086956522,2024-02-26,1471.1482167959925,1550.5223836397247,-79.37416684373216
260,307565,7035,2059,False,5,8,6,0,2,9,1,0,2,-4.0,-3,-3,0.4782608695652174,0.5,0.4565217391304348,2024-02-26,1465.8190345632163,1530.9293615851311,-65.11032702191483
79,298830,12685,14137,True,5,0,9,1,6,2,8,2,1,2.0,4,2,0.700156678417548,0.7246376811594204,0.6756756756756757,2024-02-27,1579.30828935833,1531.1823416917232,48.12594766660686
1138,298832,12010,12685,False,5,2,0,8,6,9,1,1,2,0.0,-1,3,0.5563643517607713,0.5652173913043478,0.5475113122171946,2024-02-27,1549.9126488408076,1593.1060743091339,-43.19342546832627
705,298831,12010,14137,True,2,8,1,9,0,6,5,2,0,-3.0,-1,-1,0.7109721661960468,0.7462686567164178,0.6756756756756757,2024-02-27,1535.8915947971548,1517.3845567409194,18.507038056235388
929,303093,1001,4915,True,6,5,0,1,2,9,8,2,0,-1.0,1,6,0.2882059800664451,0.2906976744186046,0.2857142857142857,2024-02-29,1445.5731868421947,1573.299977322529,-127.72679048033433
172,303094,2593,8877,False,9,5,0,2,6,8,1,0,2,2.0,7,4,0.8366013071895425,0.8412698412698413,0.8319327731092437,2024-02-29,1805.487028134924,1490.7412388505861,314.7457892843379
714,298834,1120,12685,True,5,8,6,0,9,1,2,2,0,3.0,1,5,0.8273504273504274,0.8547008547008548,0.8,2024-03-01,1664.8856232483881,1607.1271283527867,57.758494895601416
1124,298833,11328,11981,True,6,8,1,5,0,2,9,2,0,4.0,3,8,0.6565917506243003,0.6802721088435374,0.6329113924050632,2024-03-01,1628.1042820526043,1544.0819818484306,84.02230020417369
827,303087,5248,6961,False,1,8,2,6,5,0,9,1,2,1.0,6,4,0.1447368421052631,0.1666666666666666,0.1228070175438595,2024-03-02,1670.390752655118,1776.3228296695497,-105.9320770144318
943,303088,1034,2,False,2,5,1,6,9,0,8,1,2,0.0,2,1,0.6098859315589353,0.6197718631178707,0.6,2024-03-02,1635.6754897286378,1606.933522368478,28.741967360159833
857,312765,8877,11328,True,8,1,2,0,5,6,9,2,0,1.0,9,1,0.8812111801242236,0.8928571428571428,0.8695652173913044,2024-03-14,1518.2478623490395,1640.3086209635317,-122.06075861449222
1189,312766,17,6961,True,9,1,6,8,2,5,0,2,1,-2.0,8,2,0.4040816326530612,0.4081632653061224,0.4,2024-03-14,1568.5189120382165,1787.5902273824952,-219.07131534427867
821,312767,1120,624,True,2,5,6,0,9,1,8,2,1,-4.0,4,0,0.4964276915496428,0.5050505050505051,0.4878048780487805,2024-03-15,1678.2499816201448,1837.0763115279938,-158.82632990784896
45,312768,2,1001,True,2,5,0,8,6,9,1,2,1,,4,3,0.6964526701368806,0.7518796992481203,0.641025641025641,2024-03-15,1624.2541276905088,1467.2038197286865,157.05030796182223
47,312797,1120,17,False,1,9,6,0,5,8,2,1,2,,4,8,0.3545969353764157,0.3670886075949368,0.3421052631578947,2024-03-16,1701.0939734520632,1593.4536722278451,107.64030122421809
952,312798,2,8877,True,5,0,9,2,8,6,1,2,0,,4,10,0.5334281650071123,0.5405405405405405,0.5263157894736842,2024-03-16,1633.477105670464,1539.6485803360756,93.82852533438836
876,312800,11328,6961,False,8,0,6,1,2,9,5,0,2,,1,2,0.1376746952126077,0.1525423728813558,0.1228070175438595,2024-03-17,1618.9079029764955,1762.6554671928666,-143.74756421637107
135,312799,1001,624,False,2,5,0,1,9,6,8,1,2,-2.0,3,-3,0.4722222222222222,0.5,0.4444444444444444,2024-03-17,1457.9808417487313,1814.2323196960754,-356.25147794734403
65,312802,8877,624,False,5,8,9,2,1,6,0,1,2,,6,1,0.4772044772044772,0.4949494949494949,0.4594594594594595,2024-03-18,1527.867474018342,1817.879576844483,-290.012102826141
867,312803,6961,1120,True,8,1,0,6,9,5,2,2,0,-1.0,2,5,0.5272042951237063,0.5617977528089888,0.4926108374384237,2024-03-18,1772.389185732032,1680.2896919224488,92.09949380958324
1149,312777,17,624,True,5,2,9,1,8,6,0,2,0,-1.0,8,1,0.5855161787365177,0.6060606060606061,0.5649717514124294,2024-03-21,1614.2579537574595,1822.9515237429725,-208.69356998551302
261,312776,2,6961,True,2,0,6,1,8,5,9,2,1,-2.0,4,3,0.6024315006350935,0.6060606060606061,0.5988023952095809,2024-03-21,1645.2582119881977,1784.2444775055944,-138.98626551739676
624,312780,624,6961,True,5,2,8,6,9,0,1,2,0,1.0,-3,1,0.5344450519409514,0.6451612903225806,0.423728813559322,2024-03-22,1798.3511237437845,1762.1648200386185,36.18630370516598
1487,312778,17,2,True,5,0,9,1,8,6,2,2,1,0.0,8,6,0.4880244486034446,0.5235602094240838,0.4524886877828054,2024-03-22,1638.8583537566476,1667.3378694551736,-28.47951569852603
248,318913,7035,474,False,2,9,6,1,0,8,5,0,2,-2.0,-3,0,0.3541666666666667,0.375,0.3333333333333333,2024-04-03,1452.7828606390974,1529.9433192241806,-77.16045858508323
