,match_id,t1,t2,winner,t1_ban1,t1_ban2,t2_ban1,t2_ban2,t1_pick,t2_pick,remaining,t1_mapwins,t2_mapwins,net_h2h,t1_past,t2_past,odds,best_odds,worst_odds,date,t1_elo,t2_elo,elo_diff
477,99081,2406,243,True,0,3,1,5,4,2,8,2,0,1.0,1,-4,0.8333333333333334,0.8333333333333334,0.8333333333333334,2022-06-05,1460.9752022352905,1480.031720667266,-19.05651843197552
275,99715,188,642,False,1,8,4,0,5,3,2,0,2,1.0,-3,3,0.6047430830039525,0.6047430830039525,0.6047430830039525,2022-06-05,1566.6752115885351,1503.9425246901226,62.73268689841257
1363,98610,2354,2355,False,5,8,2,3,4,0,1,0,2,-3.0,-2,4,0.0566037735849057,0.0566037735849057,0.0566037735849057,2022-06-05,1500.0,1520.8294774282033,-20.82947742820329
878,99597,6882,2593,False,2,3,5,0,8,1,4,0,2,,-1,1,0.1452991452991452,0.1452991452991452,0.1452991452991452,2022-06-05,1487.421683925014,1589.9636124132492,-102.54192848823527
646,105830,5944,1120,False,2,5,0,4,1,3,8,1,2,-6.0,3,7,,0.0,1.0,2022-06-05,1499.3664053465716,1566.6490295913943,-67.28262424482273
84,104971,277,6869,True,2,8,3,0,5,1,4,2,0,2.0,3,6,0.5555555555555556,0.5555555555555556,0.5555555555555556,2022-06-05,1500.7670985712682,1500.0,0.7670985712682068
1066,105831,6094,5443,False,3,8,0,4,1,2,5,0,2,-3.0,5,8,0.3902439024390244,0.3902439024390244,0.3902439024390244,2022-06-06,1530.2055458120963,1501.2100768526325,28.99546895946378
881,105832,4462,1120,True,4,3,5,8,2,1,0,2,0,-1.0,5,5,0.4,0.4,0.4,2022-06-06,1484.7685818980626,1579.5887112015857,-94.82012930352312
198,101879,8182,8897,True,3,4,8,5,2,1,0,2,0,,5,-6,0.970873786407767,0.970873786407767,0.970873786407767,2022-06-06,1585.910118429805,1489.968157758622,95.94196067118287
69,105835,1120,4460,True,0,3,1,2,4,3,5,2,0,6.0,1,-1,0.9433962264150942,0.9433962264150942,0.9433962264150942,2022-06-07,1559.3273595176036,1498.6297429318936,60.697616585709966
325,105836,6094,5944,False,0,8,2,4,5,1,4,0,2,2.0,5,1,,0.0,1.0,2022-06-07,1512.873346540548,1486.4267237363802,26.446622804167873
679,105837,1120,5944,True,2,8,1,0,5,4,3,2,0,7.0,1,1,0.9174311926605504,0.9174311926605504,0.9174311926605504,2022-06-08,1572.5602254951768,1503.6422888976297,68.91793659754717
314,104845,6387,8928,True,1,0,5,2,8,3,4,2,1,,-2,1,0.9345794392523364,0.9345794392523364,0.9345794392523364,2022-06-09,1532.3788293160076,1500.0,32.37882931600757
583,99598,3531,628,True,5,0,3,4,2,1,8,2,1,2.0,1,7,0.3846153846153846,0.3846153846153846,0.3846153846153846,2022-06-10,1525.3164451765667,1599.5111824687174,-74.19473729215065
1387,106161,5448,2108,True,2,4,3,0,1,8,5,2,0,,2,6,0.970873786407767,0.970873786407767,0.970873786407767,2022-06-10,1592.9855984625713,1483.2651763816557,109.72042208091557
1210,104846,878,5931,True,8,2,3,1,4,0,5,2,0,,3,2,0.7299270072992701,0.7299270072992701,0.7299270072992701,2022-06-10,1490.2898917123346,1500.0,-9.710108287665435
720,99717,337,5248,True,1,8,3,0,2,5,4,2,0,2.0,1,5,0.5291005291005292,0.5291005291005292,0.5291005291005292,2022-06-10,1524.4021946248176,1534.800549399316,-10.39835477449833
1141,106160,277,104,True,8,2,3,5,0,1,4,2,0,8.0,6,5,0.6622516556291391,0.6622516556291391,0.6622516556291391,2022-06-10,1516.7317724339691,1502.3302866050583,14.401485828910836
1309,99599,8326,474,False,4,8,2,0,3,5,1,0,2,3.0,-3,3,0.5633187772925764,0.5633187772925764,0.5633187772925764,2022-06-10,1533.3732515824877,1555.354553376155,-21.9813017936674
307,106167,5448,516,True,2,1,3,0,8,4,5,2,0,,3,6,,0.0,1.0,2022-06-11,1604.0943180334748,1500.0,104.09431803347479
425,104847,6387,878,True,1,5,3,2,0,8,4,2,1,,1,3,0.4504504504504504,0.4504504504504504,0.4504504504504504,2022-06-11,1546.8920309511882,1506.736942335105,40.155088616083276
390,99084,243,6961,False,0,2,4,5,8,3,1,0,2,-2.0,-8,4,0.0196078431372549,0.0196078431372549,0.0196078431372549,2022-06-11,1463.1550145525202,1635.6017740077934,-172.4467594552732
550,106166,2988,277,True,3,2,5,0,1,8,4,2,1,-4.0,8,6,0.3125,0.3125,0.3125,2022-06-11,1516.0015580681968,1532.0689390787793,-16.067381010582494
931,99718,1034,6675,True,3,0,2,5,1,4,8,2,1,,-2,-4,0.4504504504504504,0.4504504504504504,0.4504504504504504,2022-06-11,1491.4483554109854,1509.9605339756988,-18.512178564713395
1006,99600,4915,1209,True,3,8,0,1,2,5,4,2,1,,-3,4,0.3311258278145695,0.3311258278145695,0.3311258278145695,2022-06-11,1459.1274738772647,1522.3696588115117,-63.24218493424701
1301,101881,8185,8099,True,2,3,5,4,8,0,1,2,0,,10,-7,0.9259259259259258,0.9259259259259258,0.9259259259259258,2022-06-11,1654.3216608604762,1487.3234560308415,166.9982048296347
1283,99719,120,2291,False,1,3,4,0,2,5,8,0,2,2.0,6,5,0.5708154506437768,0.5708154506437768,0.5708154506437768,2022-06-11,1582.15539448264,1502.658589366705,79.4968051159351
242,106169,277,2108,True,3,5,2,4,0,8,1,2,0,3.0,3,2,0.6756756756756757,0.6756756756756757,0.6756756756756757,2022-06-12,1515.3295358741655,1472.1564568107522,43.1730790634133
685,99603,2593,257,True,0,4,2,3,8,5,1,2,1,-4.0,5,-4,0.7407407407407407,0.7407407407407407,0.7407407407407407,2022-06-12,1601.3738808779913,1485.5970098942455,115.77687098374577
1270,99721,8127,642,True,5,2,4,1,0,8,3,2,0,,7,4,0.7936507936507936,0.7936507936507936,0.7936507936507936,2022-06-12,1624.7213485966588,1522.8004809762167,101.9208676204421
1,101884,8182,2554,False,2,0,4,3,1,8,5,1,2,-2.0,5,-3,0.8007968127490039,0.8007968127490039,0.8007968127490039,2022-06-12,1597.6008105219198,1482.0944418149527,115.50636870696712
607,99087,7391,7386,True,1,4,8,2,3,5,0,2,1,,1,7,0.7936507936507936,0.7936507936507936,0.7936507936507936,2022-06-12,1530.1451239773046,1543.155660025166,-13.010536047861478
1422,99602,472,397,False,1,3,2,8,4,0,5,0,2,-1.0,1,-4,0.5370370370370371,0.5370370370370371,0.5370370370370371,2022-06-12,1427.8614936546346,1463.5382349909034,-35.67674133626883
284,104849,878,8928,True,1,4,3,0,2,8,5,2,0,,0,0,0.6622516556291391,0.6622516556291391,0.6622516556291391,2022-06-12,1492.577962512765,1485.4867983648194,7.091164147945619
419,106170,104,277,False,8,2,3,1,5,0,4,0,2,-8.0,1,6,,0.0,1.0,2022-06-12,1486.9931199602481,1529.3515125772756,-42.35839261702745
395,99720,188,2,True,8,3,1,2,4,0,5,2,0,-8.0,-6,-5,0.7299270072992701,0.7299270072992701,0.7299270072992701,2022-06-12,1547.817255302441,1454.5852018485439,93.23205345389715
761,101885,8185,2559,True,0,2,5,8,3,1,4,2,0,,10,-3,0.9615384615384616,0.9615384615384616,0.9615384615384616,2022-06-13,1663.1733152074564,1486.7345318846408,176.43878332281565
1272,97748,4567,1184,True,2,4,3,8,1,5,0,2,1,0.0,8,6,0.6622516556291391,0.6622516556291391,0.6622516556291391,2022-06-14,1469.444320609304,1523.8138937895299,-54.36957318022587
1285,106449,1110,918,True,2,4,5,8,1,3,0,2,0,1.0,2,5,0.6535947712418301,0.6535947712418301,0.6535947712418301,2022-06-15,1500.0,1571.7562334526592,-71.75623345265922
794,106458,6199,6387,False,8,3,1,0,5,4,2,0,2,,5,3,0.6047430830039525,0.6047430830039525,0.6047430830039525,2022-06-16,1568.1219895644683,1561.051010773528,7.070978790940217
329,106448,7397,878,True,8,1,3,0,2,4,5,2,0,,8,0,0.9259259259259258,0.9259259259259258,0.9259259259259258,2022-06-16,1668.9636254359414,1508.25144767293,160.71217776301137
1159,107143,337,120,False,1,0,4,2,3,8,5,1,2,2.0,2,2,0.3421052631578947,0.3421052631578947,0.3421052631578947,2022-06-16,1540.8809136317689,1562.557009959744,-21.676096327975074
399,106453,624,466,True,1,2,8,5,4,3,0,2,0,-4.0,8,2,0.8620689655172414,0.8620689655172414,0.8620689655172414,2022-06-16,1684.3741690231457,1490.8426671423176,193.53150188082805
955,107144,2291,5248,False,3,4,1,0,5,2,8,0,2,-2.0,5,1,0.6389891696750902,0.6389891696750902,0.6389891696750902,2022-06-16,1522.256973889601,1518.3218303923647,3.9351434972363677
660,107142,2291,1034,False,3,4,1,8,5,2,0,0,2,0.0,5,-3,0.6632996632996633,0.6632996632996633,0.6632996632996633,2022-06-17,1506.0757615833052,1508.3000668865836,-2.22430530327847
879,107024,474,628,False,1,2,0,3,8,5,4,1,2,-6.0,6,4,0.3710691823899371,0.3710691823899371,0.3710691823899371,2022-06-17,1570.3436254894357,1580.1453974620222,-9.801771972586494
1069,106451,878,918,True,5,2,3,1,0,8,4,2,1,,0,4,0.7462686567164178,0.7462686567164178,0.7462686567164178,2022-06-17,1499.1662306787925,1552.4979332510775,-53.33170257228494
554,106461,6199,4993,True,8,3,1,0,4,5,2,2,0,,2,-1,0.7407407407407407,0.7407407407407407,0.7407407407407407,2022-06-17,1551.7964039086546,1481.0521779807377,70.74422592791689
201,107436,8127,5248,True,5,8,3,0,4,2,1,2,0,-1.0,6,5,0.8064516129032259,0.8064516129032259,0.8064516129032259,2022-06-18,1636.1578779079173,1534.5030426986607,101.65483520925659
1146,107026,2593,628,True,1,8,2,4,0,5,3,2,1,-1.0,8,6,0.4166666666666667,0.4166666666666667,0.4166666666666667,2022-06-18,1612.231121942844,1595.6941288972162,16.536993045627923
1228,107435,533,120,True,1,3,4,8,5,0,2,2,0,-3.0,5,1,0.5714285714285714,0.5714285714285714,0.5714285714285714,2022-06-18,1510.6990348325214,1577.5600819678189,-66.86104713529744
1446,106455,624,1208,True,5,3,2,8,4,1,0,2,0,,8,11,0.7092198581560284,0.7092198581560284,0.7092198581560284,2022-06-18,1692.2818597409746,1500.0,192.2818597409746
104,106450,7397,1110,True,2,3,1,8,0,5,4,2,0,,8,2,0.8333333333333334,0.8333333333333334,0.8333333333333334,2022-06-18,1678.0488424300788,1519.2583002015817,158.7905422284971
498,107528,8326,474,True,4,8,2,0,3,5,1,2,1,1.0,-2,3,0.5714285714285714,0.5714285714285714,0.5714285714285714,2022-06-19,1518.384179469207,1554.7948940542417,-36.41071458503461
815,108013,8182,2542,False,5,3,8,2,4,1,0,1,2,4.0,6,6,0.5215311004784688,0.5215311004784688,0.5215311004784688,2022-06-19,1576.4692244990852,1451.032937416144,125.43628708294113
49,106460,6387,4330,True,1,0,3,2,8,5,4,2,1,,4,9,0.7462686567164178,0.7462686567164178,0.7462686567164178,2022-06-19,1577.3765964293418,1504.246232451824,73.13036397751785
1122,106452,1110,878,True,2,4,3,0,1,8,5,2,1,-1.0,-2,2,0.6578947368421053,0.6578947368421053,0.6578947368421053,2022-06-19,1510.100945439862,1517.6031364385933,-7.502190998731294
837,107739,5248,1034,False,4,3,5,2,1,0,8,1,2,-1.0,1,-3,0.2957746478873239,0.2957746478873239,0.2957746478873239,2022-06-19,1523.055256308627,1524.197635241344,-1.1423789327170653
302,108012,8185,2554,True,0,8,3,5,1,4,2,2,0,5.0,10,2,0.99009900990099,0.99009900990099,0.99009900990099,2022-06-19,1671.6812512464787,1503.2260278377873,168.45522340869138
410,107527,628,3531,True,1,0,3,8,4,5,2,2,1,-3.0,3,-1,0.6097560975609756,0.6097560975609756,0.6097560975609756,2022-06-19,1580.455110988517,1544.682230183262,35.772880805255
753,107740,120,337,False,1,5,4,0,3,8,2,1,2,0.0,1,6,0.5024875621890547,0.5024875621890547,0.5024875621890547,2022-06-19,1558.5184719964302,1525.877841623694,32.64063037273627
853,106462,4330,6199,False,5,8,3,2,4,0,1,0,2,,7,6,0.3103448275862068,0.3103448275862068,0.3103448275862068,2022-06-20,1491.5651402571882,1564.5828020311967,-73.0176617740085
861,108016,8182,8086,False,8,2,5,0,1,3,4,0,2,3.0,3,-2,0.8347107438016529,0.8347107438016529,0.8347107438016529,2022-06-20,1554.9312235137147,1450.8140790920345,104.11714442168022
911,108235,2406,4894,False,3,1,4,0,5,2,8,1,2,-4.0,2,0,0.5327102803738317,0.5327102803738317,0.5327102803738317,2022-06-21,1477.8519083500362,1503.7218074147295,-25.8698990646933
787,108234,7386,7332,False,4,1,0,2,4,3,5,1,2,1.0,4,0,0.6515679442508711,0.6515679442508711,0.6515679442508711,2022-06-21,1526.5567826077013,1470.9948968157366,55.56188579196464
1205,108014,8185,2542,True,5,2,1,0,8,3,4,2,0,4.0,10,5,0.99009900990099,0.99009900990099,0.99009900990099,2022-06-21,1680.479301279647,1472.5709384015145,207.9083628781325
569,108236,6961,7332,True,0,3,4,1,8,2,5,2,0,2.0,5,0,0.99009900990099,0.99009900990099,0.99009900990099,2022-06-22,1644.2540105795283,1489.5320244997972,154.7219860797311
1374,106910,624,1110,True,2,4,0,8,1,3,5,2,1,2.0,8,0,0.8620689655172414,0.8620689655172414,0.8620689655172414,2022-06-22,1700.232455504346,1526.4463804172606,173.78607508708546
872,108237,7391,4894,True,3,4,1,8,5,0,2,2,0,3.0,4,2,0.6756756756756757,0.6756756756756757,0.6756756756756757,2022-06-22,1546.7440013947694,1518.5326513736788,28.21135002109054
1465,106914,624,6387,True,5,4,1,2,3,8,0,2,1,10.0,10,7,,0.0,1.0,2022-06-23,1708.8361082142883,1590.0576886239776,118.7784195903107
168,108002,7269,2359,True,3,5,4,8,2,1,0,2,1,-2.0,6,3,0.4484304932735426,0.4484304932735426,0.4484304932735426,2022-06-23,1484.0,1545.0765905537983,-61.07659055379827
690,108241,7332,2406,True,2,3,1,8,4,5,0,2,1,-2.0,-3,3,0.6896551724137931,0.6896551724137931,0.6896551724137931,2022-06-23,1480.2208107200354,1463.0410643910868,17.179746328948568
1251,108242,4894,7332,True,2,8,4,3,5,1,0,2,0,,4,0,,0.0,1.0,2022-06-23,1503.8289842923728,1495.4302983356165,8.398685956756253
706,106913,7397,6199,False,5,3,1,8,4,2,0,1,2,,8,6,0.6296296296296297,0.6296296296296297,0.6296296296296297,2022-06-23,1687.2061971917985,1577.2688613677042,109.93733582409436
1459,106911,6387,3107,True,1,5,4,3,0,2,8,2,0,,3,5,0.8333333333333334,0.8333333333333334,0.8333333333333334,2022-06-23,1579.3240471914821,1518.5891240939509,60.73492309753124
581,108240,4894,7386,True,5,0,8,4,2,3,1,2,0,-1.0,1,1,0.5128205128205129,0.5128205128205129,0.5128205128205129,2022-06-23,1519.4422858303392,1508.0196549236407,11.422630906698487
1275,107529,1209,2593,False,2,3,5,8,1,4,0,0,2,-3.0,5,8,0.3243243243243243,0.3243243243243243,0.3243243243243243,2022-06-24,1503.4889938548906,1627.4701398515433,-123.98114599665269
1082,107530,628,8326,True,4,5,1,8,2,0,3,2,1,1.0,2,-3,0.4878048780487805,0.4878048780487805,0.4878048780487805,2022-06-24,1594.8135059020278,1536.0548431727948,58.75866272923304
1134,106917,466,7397,False,4,2,3,8,1,5,0,1,2,-3.0,2,6,0.180327868852459,0.180327868852459,0.180327868852459,2022-06-24,1482.9349764244887,1666.3058627955995,-183.37088637111083
288,106915,2032,6199,False,1,4,8,3,5,2,0,0,2,2.0,9,5,0.46524064171123,0.46524064171123,0.46524064171123,2022-06-24,1473.3771919946842,1598.1691957639032,-124.79200376921904
923,106171,2988,5448,False,2,1,5,8,3,0,4,0,2,-2.0,7,4,0.1869918699186992,0.1869918699186992,0.1869918699186992,2022-06-24,1532.7409612728106,1615.4390634941592,-82.69810222134856
903,107741,1034,337,False,1,2,3,8,4,5,0,1,2,-4.0,0,5,0.3630573248407643,0.3630573248407643,0.3630573248407643,2022-06-24,1540.1450269369086,1543.37659142629,-3.2315644893812987
1097,108006,2359,724,True,3,0,2,8,1,5,4,2,0,1.0,0,1,0.6711409395973155,0.6711409395973155,0.6711409395973155,2022-06-24,1526.2925293411133,1499.9939305045784,26.298598836534893
1424,108004,7269,2355,False,3,8,4,0,2,5,1,0,2,-2.0,6,8,0.1999999999999999,0.1999999999999999,0.1999999999999999,2022-06-24,1502.784061212685,1535.8713921345102,-33.08733092182524
599,106922,6199,7397,False,3,1,2,8,0,4,5,1,2,1.0,5,5,0.3710691823899371,0.3710691823899371,0.3710691823899371,2022-06-25,1608.6573272818778,1674.56689923554,-65.90957195366218
1398,106172,2988,277,True,3,1,5,8,2,4,0,2,0,-2.0,3,6,0.5714285714285714,0.5714285714285714,0.5714285714285714,2022-06-25,1520.4790208801237,1543.4104442209714,-22.931423340847687
33,106919,6387,7397,False,1,2,8,0,4,3,5,1,2,-1.0,5,6,0.2753623188405796,0.2753623188405796,0.2753623188405796,2022-06-25,1592.5552465583544,1687.5675447368124,-95.01229817845797
205,106920,624,6199,True,2,8,3,4,1,0,5,2,0,,9,5,0.6622516556291391,0.6622516556291391,0.6622516556291391,2022-06-25,1719.5697496467837,1595.6566817806054,123.91306786617838
1431,106921,2032,7397,False,1,3,8,0,2,5,4,0,2,-3.0,4,5,,0.0,1.0,2022-06-25,1462.8890604767096,1699.297972306317,-236.4089118296074
320,111506,1120,731,True,3,8,2,4,1,0,5,2,0,6.0,5,-7,0.99009900990099,0.99009900990099,0.99009900990099,2022-06-28,1585.4274190971228,1428.9483786090148,156.479040488108
306,109954,1184,4572,True,0,2,3,8,4,1,5,2,0,5.0,1,1,0.8620689655172414,0.8620689655172414,0.8620689655172414,2022-06-28,1505.3303224239585,1500.0,5.330322423958478
1171,111508,6094,731,True,4,8,3,0,1,2,5,2,0,5.0,1,-7,0.8771929824561404,0.8771929824561404,0.8771929824561404,2022-06-29,1495.6577813792985,1419.7037975575197,75.95398382177882
35,109906,8877,8067,True,4,1,5,8,2,3,0,2,0,2.0,-1,-3,0.8333333333333334,0.8333333333333334,0.8333333333333334,2022-06-30,1500.0,1500.0,0.0
1238,111511,731,5944,False,3,5,2,8,4,0,1,1,2,0.0,-7,-1,0.2957746478873239,0.2957746478873239,0.2957746478873239,2022-06-30,1407.146930678862,1490.7750952956835,-83.62816461682155
585,111515,1120,6094,False,8,2,3,5,1,0,2,1,2,0.0,9,1,0.6632996632996633,0.6632996632996633,0.6632996632996633,2022-07-01,1594.6720001486178,1508.2146482579562,86.45735189066158
863,111517,5944,6094,True,2,8,4,5,0,3,1,2,0,0.0,-2,1,0.2873563218390804,0.2873563218390804,0.2873563218390804,2022-07-02,1502.9965679533489,1528.1159593691345,-25.119391415785685
1359,111518,1120,1224,True,3,2,4,0,1,5,8,2,0,-1.0,6,-1,0.7633587786259541,0.7633587786259541,0.7633587786259541,2022-07-02,1574.7706890374398,1536.5713528323654,38.19933620507436
1115,108472,2304,4616,False,4,2,0,3,8,5,1,0,2,-4.0,5,1,0.5215311004784688,0.5215311004784688,0.5215311004784688,2022-07-02,1483.263693206478,1533.2814327133829,-50.017739506904945
921,111520,1224,6094,False,1,0,4,5,8,3,2,0,2,2.0,-4,-3,0.4285714285714286,0.4285714285714286,0.4285714285714286,2022-07-03,1522.3234430623172,1510.9611800338178,11.362263028499456
1226,111522,1224,731,True,1,8,3,5,2,4,0,2,0,,-5,-6,0.9009009009009008,0.9009009009009008,0.9009009009009008,2022-07-04,1505.8003779724108,1394.9254580211966,110.87491995121422
782,111524,1120,5944,True,2,8,1,4,0,5,3,2,0,9.0,6,1,0.9345794392523364,0.9345794392523364,0.9345794392523364,2022-07-04,1589.018598807488,1520.1513472886656,68.86725151882229
692,112735,6094,5443,False,3,2,0,8,1,5,4,1,2,-5.0,1,6,,0.0,1.0,2022-07-05,1527.4842451237241,1518.5422761241807,8.941968999543406
464,112734,4462,1120,False,5,0,1,4,3,8,2,1,2,-1.0,-2,6,0.1452991452991452,0.1452991452991452,0.1452991452991452,2022-07-05,1505.0299335820448,1601.8880371221105,-96.85810354006571
1041,112740,6094,4462,True,8,4,5,0,1,3,2,2,0,1.0,2,-1,0.78125,0.78125,0.78125,2022-07-06,1511.0725431325582,1493.3783431270915,17.694200005466655
1478,112736,908,1120,False,3,8,4,2,1,5,0,0,2,-2.0,2,6,0.1228070175438595,0.1228070175438595,0.1228070175438595,2022-07-06,1486.3532847893216,1613.5396275770638,-127.1863427877422
10,112741,908,6094,False,4,8,3,2,0,1,5,1,2,0.0,2,2,0.3710691823899371,0.3710691823899371,0.3710691823899371,2022-07-07,1475.9620995060377,1526.2583988590875,-50.29629935304979
245,112917,6675,4345,False,3,8,2,1,4,5,0,1,2,1.0,6,8,0.7849462365591398,0.7849462365591398,0.7849462365591398,2022-07-07,1493.1088225001006,1483.7483693046258,9.360453195474747
475,112742,5443,1120,False,3,5,4,0,1,2,8,0,2,-1.0,5,6,0.3006993006993006,0.3006993006993006,0.3006993006993006,2022-07-07,1534.9539781153467,1623.9308128603477,-88.97683474500104
1160,112283,6961,2355,False,8,0,1,2,4,3,5,1,2,,12,6,0.7695852534562212,0.7695852534562212,0.7695852534562212,2022-07-10,1653.5652243592901,1550.3522539794667,103.21297037982345
1096,112282,8127,1209,False,4,2,3,1,8,5,0,0,2,,3,-2,0.6655518394648829,0.6655518394648829,0.6655518394648829,2022-07-10,1647.605664297951,1492.9679260088092,154.6377382891419
520,112288,8185,2988,True,3,2,5,8,1,0,4,2,0,,11,4,0.8620689655172414,0.8620689655172414,0.8620689655172414,2022-07-10,1687.9046447761748,1537.533521171023,150.37112360515175
521,112284,1209,2355,True,8,0,4,2,1,3,5,2,1,,-2,5,0.7299270072992701,0.7299270072992701,0.7299270072992701,2022-07-11,1515.653510195935,1570.9703294931255,-55.31681929719048
919,112287,628,7397,True,5,2,3,8,0,1,4,2,1,,1,2,0.6289308176100629,0.6289308176100629,0.6289308176100629,2022-07-11,1608.1330760364451,1705.8290911600625,-97.69601512361737
1250,112289,628,8185,False,1,5,8,0,3,4,2,1,2,,3,11,0.6551724137931034,0.6551724137931034,0.6551724137931034,2022-07-12,1628.517199227636,1697.3820678788745,-68.86486865123857
1013,112285,8127,6961,True,5,2,4,1,3,0,8,2,1,2.0,2,9,0.6024096385542169,0.6024096385542169,0.6024096385542169,2022-07-12,1624.9200801108252,1632.9471488456313,-8.027068734806107
1072,112290,7397,2988,False,3,0,5,2,4,8,1,1,2,,0,1,0.180327868852459,0.180327868852459,0.180327868852459,2022-07-12,1685.4449679688717,1528.0560980683233,157.38886990054834
398,112286,2355,8127,False,5,2,3,0,8,4,1,0,2,-2.0,2,1,0.2957746478873239,0.2957746478873239,0.2957746478873239,2022-07-13,1552.4442049919742,1641.2896745281819,-88.8454695362077
1104,112291,628,2988,True,1,4,5,8,0,3,2,2,0,,1,1,0.7299270072992701,0.7299270072992701,0.7299270072992701,2022-07-13,1615.6476553787397,1550.8459089712949,64.80174640744485
841,112321,2593,628,True,1,3,2,8,4,5,0,2,0,4.0,9,2,0.7874015748031495,0.7874015748031495,0.7874015748031495,2022-07-14,1637.9912076976248,1628.6975546017704,9.293653095854324
1173,112320,624,1209,True,8,2,1,4,3,0,5,2,0,,9,0,0.4115226337448559,0.4115226337448559,0.4115226337448559,2022-07-14,1730.093585167178,1534.1796346970864,195.91395047009155
116,112323,533,8127,False,5,8,3,2,1,4,0,0,2,-1.0,6,1,0.375,0.375,0.375,2022-07-15,1529.74064480391,1653.285099797883,-123.54445499397298
1355,112322,2359,8185,False,3,5,8,1,0,2,4,1,2,,7,10,0.1304347826086955,0.1304347826086955,0.1304347826086955,2022-07-15,1541.083741809032,1710.2516117277708,-169.1678699187387
524,112328,1209,628,False,4,5,3,8,0,2,1,1,2,-6.0,-4,-3,0.3464052287581699,0.3464052287581699,0.3464052287581699,2022-07-16,1526.353310729771,1613.1254410938197,-86.77213036404873
1126,112329,2359,533,True,5,3,1,2,0,8,4,2,1,,4,2,,0.0,1.0,2022-07-16,1532.3118368212051,1519.2018171114905,13.110019709714607
412,112325,8185,8127,False,5,8,4,0,3,2,1,1,2,-1.0,9,1,0.3902439024390244,0.3902439024390244,0.3902439024390244,2022-07-17,1719.0235167155977,1663.8239274903026,55.199589225295085
435,112324,624,2593,True,5,8,2,3,1,0,4,2,0,,9,9,0.3846153846153846,0.3846153846153846,0.3846153846153846,2022-07-17,1737.9199091344933,1653.5633212055754,84.35658792891786
1460,112331,2593,2359,True,5,4,2,8,0,3,1,2,1,,6,6,,0.0,1.0,2022-07-18,1641.3735071282777,1547.708384479459,93.66512264881862
209,112330,8185,628,False,2,4,8,5,0,3,1,0,2,1.0,6,1,0.5515695067264574,0.5515695067264574,0.5515695067264574,2022-07-18,1700.50265656715,1625.2104987637276,75.29215780342247
171,112332,628,2593,True,5,4,0,2,8,1,3,2,1,-5.0,2,6,0.4366812227074236,0.4366812227074236,0.4366812227074236,2022-07-22,1644.624553208692,1653.1616160924893,-8.537062883797262
227,112326,624,8127,True,5,0,8,2,4,1,3,2,1,,10,4,0.5291005291005292,0.5291005291005292,0.5291005291005292,2022-07-22,1750.109723211791,1682.3447876387502,67.76493557304093
650,121456,2059,8926,False,0,2,3,4,1,5,8,0,2,,7,7,0.7844827586206896,0.7844827586206896,0.7844827586206896,2022-07-28,1500.0,1500.0,0.0
501,121458,3525,2059,False,1,5,3,8,4,0,2,0,2,2.0,7,4,0.5412844036697249,0.5412844036697249,0.5412844036697249,2022-07-30,1500.0,1484.0,16.0
13,121461,1184,7969,True,3,8,5,2,1,0,4,2,0,,4,7,0.9433962264150942,0.9433962264150942,0.9433962264150942,2022-07-30,1521.0848712621728,1500.0,21.084871262172783
788,121459,8926,2059,False,0,8,3,4,1,2,5,0,2,2.0,5,5,0.3288590604026845,0.3288590604026845,0.3288590604026845,2022-07-31,1516.0,1500.736306793522,15.26369320647791
1119,121462,1184,3347,True,1,2,0,5,4,8,3,2,0,,7,5,0.7633587786259541,0.7633587786259541,0.7633587786259541,2022-07-31,1536.1150673377372,1500.0,36.11506733773717
1137,123036,4210,6199,False,8,2,5,3,4,0,1,1,2,,-4,2,0.21875,0.21875,0.21875,2022-08-02,1462.5490553410718,1585.1328462602112,-122.58379091913935
570,121827,1184,2059,False,5,2,3,1,4,0,8,0,2,,10,6,0.4708994708994708,0.4708994708994708,0.4708994708994708,2022-08-02,1550.4578714441468,1517.4387739660467,33.01909747810009
672,123038,6387,1110,True,2,0,3,5,1,4,8,2,0,-1.0,3,3,0.6896551724137931,0.6896551724137931,0.6896551724137931,2022-08-02,1580.8248189888498,1517.8427277073183,62.98209128153144
606,121828,6149,2059,False,8,5,3,1,4,2,0,1,2,,8,7,0.3670886075949368,0.3670886075949368,0.3670886075949368,2022-08-03,1500.0,1534.9547981236599,-34.954798123659884
1298,121830,3347,1184,False,1,8,0,4,5,3,2,1,2,-2.0,2,6,0.2248062015503876,0.2248062015503876,0.2248062015503876,2022-08-03,1485.6571958935904,1532.9418472865336,-47.28465139294326
744,123322,6675,2,True,1,3,4,8,2,0,5,2,1,2.0,2,-9,0.423728813559322,0.423728813559322,0.423728813559322,2022-08-04,1476.677861965711,1442.7785252573346,33.89933670837627
316,123324,337,5248,True,1,8,3,4,2,5,0,2,1,4.0,0,-2,0.6944444444444444,0.6944444444444444,0.6944444444444444,2022-08-04,1559.2277766732868,1507.1078646130622,52.11991206022458
280,123042,6387,6199,True,4,8,3,2,5,1,0,2,0,2.0,3,1,0.6578947368421053,0.6578947368421053,0.6578947368421053,2022-08-04,1593.9557450891668,1595.71079693658,-1.7550518474131422
199,123047,466,6387,True,0,8,3,5,2,1,4,2,1,,2,4,0.3484320557491289,0.3484320557491289,0.3484320557491289,2022-08-05,1474.6739399845483,1610.0365675261423,-135.36262754159407
