,map_id,t1,t2,winner,map,date,round_wr_diff,retake_wr_diff,postplant_wr_diff,fk_percent_diff,pistol_wr_diff,acs_diff,kills_diff,kdr_diff,kadr_diff,kast_diff,rating_diff
441,145364,2406,11997,11997,9,2023-11-05,0.16777860143316037,0.49462365591397855,0.2727272727272727,0.14331603657029895,0.303030303030303,36.84000000000003,0.817148505065481,0.5213333333333333,0.6546666666666667,0.12519999999999998,0.18739999999999957
442,145365,2406,11997,2406,4,2023-11-05,0.004761904761904745,-0.0014925373134328512,0.03645833333333337,0.07743271221532089,0.14666666666666667,12.97777777777776,0.2790890269151136,0.1267139479905437,0.170186498555293,0.03155555555555545,0.04688888888888887
443,119572,624,918,918,5,2023-04-22,-0.011357553860564695,-0.16915422885572134,-0.07734362437690945,0.0997991967871486,0.16524216524216528,-9.919658119658123,-0.15706543556804498,-0.03828779353036271,-0.09597154395985075,0.03165811965811949,0.06794871794871804
444,119573,624,918,624,8,2023-04-22,-0.03580562659846548,-0.0793103448275862,0.1071428571428571,-0.13874680306905368,-0.3392857142857143,-18.933333333333337,-0.4629156010230182,-0.10671296296296295,-0.2011574074074074,-0.04066666666666674,-0.02416666666666667
445,119574,624,918,624,7,2023-04-22,0.06515837104072397,-0.004901960784313708,0.09722222222222221,-0.03288084464555058,-0.05555555555555558,10.599999999999994,0.17013574660633468,0.07974683544303807,-0.028832630098452938,-0.026666666666666616,-0.07300000000000006
446,123182,2406,1034,1034,1,2023-05-25,-0.07192174913693905,0.013729977116704817,0.20977011494252873,-0.016302263137706108,-0.709090909090909,-14.200000000000017,-0.29919447640966634,-0.10550550550550541,-0.18858858858858873,-0.03399999999999992,-0.07600000000000007
447,123183,2406,1034,1034,4,2023-05-25,-0.08878504672897192,-0.20625,-0.0637915543575921,-0.006875834445927875,-0.21323529411764708,-10.559999999999974,-0.07556742323097465,-0.11456158663883098,-0.3102507704543196,-0.0642666666666667,-0.16933333333333345
448,134861,12694,6149,12694,6,2023-07-01,0.04505586300511644,0.08492822966507177,-0.16896120150187732,-0.026835125822282535,0.11455108359133132,14.685714285714283,0.1869583376840347,0.06873827926459497,0.19866098813467237,0.029999999999999916,0.06471428571428584
449,134862,12694,6149,12694,8,2023-07-01,0.12866242038216558,0.1525974025974026,0.11764705882352944,0.06496815286624202,0.38345864661654133,28.1357142857143,0.48224522292993655,0.30057820966911875,0.37591196682105754,0.08499999999999985,0.2172142857142857
450,151615,1184,17,17,4,2023-12-16,-0.007654932159882666,-0.0790707587382779,-0.09275929549902151,-0.1113403006967364,-0.21785714285714292,-9.145714285714263,-0.0671525485881923,-0.05643600256603354,-0.12834909212618184,-0.03722857142857139,-0.048457142857142754
451,151616,1184,17,1184,0,2023-12-16,0.015089093896120342,-0.07751937984496121,0.025612052730696777,0.06386958170099843,0.24242424242424243,-0.5999999999999943,0.06020472639959573,0.015039099656563804,-0.054435132618425364,-0.010599999999999943,0.02740000000000009
452,151617,1184,17,1184,6,2023-12-16,0.11932059447983012,0.050837883637733006,0.160548885077187,0.0715802244464665,0.3209756097560976,17.504999999999967,0.4405419067839449,0.20449840643496753,0.22227652147518584,0.04621666666666657,0.12059999999999993
453,164112,2059,1001,2059,2,2024-04-10,-0.09978628965970737,-0.04093567251461988,-0.19103313840155944,-0.2033536084168996,-0.0357142857142857,-17.75,-0.2590826894624363,-0.1880987864594421,-0.3426477893691009,-0.10250000000000004,-0.15274999999999972
454,164113,2059,1001,1001,9,2024-04-10,-0.007776497695852536,-0.3186274509803922,0.14058956916099774,-0.09562211981566815,0.16666666666666663,-20.899999999999977,-0.3646313364055298,-0.09221964994229448,-0.22300301161623404,-0.043533333333333424,-0.07499999999999996
